fid,Date,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Status_Txt,Visible,UniqueID,joined_row,joined_col,joined_Plo,joined_P_1,702NDVI_mean,SAVI_mean,702Thresh_mea,702HArea_mean,702pltcountsculled,702NDVI_variance,702gNDVI_mean,702gNDVI_variance,702gNDRE_mean,702gNDRE_variance,702ExG_mean,702ExG_variance,702ExR_mean,702ExR_variance
"1517",2024/06/04,01:48:44pm,4.71,"905",U-1,45.4329503,-73.93921111,39.021,"0","0",,"1",5009318c201f855b,0,0,"101","101",0.260043267045139,0.520063999743034,0.057427869858809,0.991131578947368,117,0.0113063622476629,0.0721016304539744,0.00679975900576477,-0.027311641620011,0.00107875130897587,2983.24472068754,8511121.32356802,16226.6287461951,26487622.5598362
"1519",2024/06/04,02:15:42pm,4.71,"905",U1,45.43297649,-73.93912978,39.021,"0","0",,"1",500937de01a1bd1f,0,1,"108","108",0.269596659802029,0.539169501512934,0.081159224564462,0.997671113918055,101,0.0142692009813939,0.0748854563484037,0.0074845230424907,-0.0279968442309963,0.00128748295266177,3270.65093737339,11374133.0382085,15744.0707007908,32050801.865775
"1520",2024/06/04,02:15:55pm,4.71,"905",U3,45.43300365,-73.93904906,39.021,"0","0",,"1",500937eb32eb8e40,0,2,"201","201",0.287041476244175,0.574057584933663,0.111434411889284,0.994197444770464,82,0.0204018550606941,0.0951079797024017,0.0108573865812332,-0.0213824821217392,0.00135384967810847,3322.53159242003,17402777.2467,15255.0935091316,38194496.2380176
"1521",2024/06/04,02:16:07pm,4.71,"905",U5,45.43303015,-73.93896796,39.021,"0","0",,"1",500937f72fc8d1c6,0,3,"208","208",0.386387848564434,0.772741983977397,0.30503855031184,0.935986842105263,50,0.0503448217121062,0.154374084490414,0.0201641884830169,-0.00893476470020252,0.00303045933857479,7123.957342975,84702065.936348,12318.4841832773,73961070.5877735
"1522",2024/06/04,02:16:20pm,4.71,"905",U7,45.43305724,-73.93888717,39.021,"0","0",,"1",5009380464b28f42,0,4,"301","301",0.301911498265456,0.603796520931248,0.170341677818566,0.771907894736842,40,0.0365292440780315,0.0969347567611034,0.0153257645573478,-0.0238842633249703,0.00227723966291917,4510.09337515807,50554586.3298951,14603.1670925254,52171954.4806121
"1523",2024/06/04,02:16:32pm,4.71,"905",U9,45.43308434,-73.93880641,39.021,"0","0",,"1","5009381040517900",0,5,"308","308",0.25113887367432,0.502256060753659,0.083191631727245,0.775073028237585,60,0.017444466415998,0.0635929252299339,0.00811710481414792,-0.0259304784273821,0.00154500284848938,3346.53625207948,25446597.1705586,16273.4411300122,35309690.9138153
"1524",2024/06/04,02:17:01pm,4.71,"905",U11,45.43311097,-73.93872532,39.021,"0","0",,"1",5009382d1f03b98f,0,6,"401","401",0.314096011291317,0.628164412057116,0.184962830641547,0.89105119804208,50,0.0322921394132423,0.0944225071866344,0.0132098098593794,-0.0246278478352163,0.00215260626945577,5863.25153619025,68231096.1647544,14678.1606249918,55706861.6527244
"1525",2024/06/04,02:17:13pm,4.71,"905",U13,45.43313791,-73.93864447,39.021,"0","0",,"1",500938393916ae56,0,6,"408","408",0.324744887686262,0.649461268611894,0.192482643045248,0.958171052631579,69,0.0305910381595924,0.104578150500341,0.011908594921939,-0.0206092051281188,0.00221644393174601,5647.59828241346,67463028.1053026,14575.0948933192,55247077.1994478
"1526",2024/06/04,02:18:31pm,4.71,"905",D13,45.4331127,-73.93862763,39.02,"0","0",,"1",500938877536384a,1,7,"409","409",0.251442368396546,0.502863272592458,0.070477523434191,0.630768016210313,41,0.0147948755621433,0.0642354957601993,0.00772495311724859,-0.02631172794996,0.00132187140615806,2897.25963917178,18492733.0431133,16792.9247428677,33104630.1641759
"1527",2024/06/04,02:18:44pm,4.71,"905",D11,45.43308611,-73.93870872,39.02,"0","0",,"1",50093894752ce1b7,1,6,"402","402",0.371311454773841,0.742590437246874,0.276757048759676,0.715359008434099,27,0.0500494869620605,0.133000309995736,0.0183312768263452,-0.0173924292422667,0.00290690430665989,7811.07863671801,106054219.194289,12823.9158546681,71946655.7484894
"1528",2024/06/04,02:18:57pm,4.71,"905",D9,45.43305949,-73.93878983,39.021,"0","0",,"1",500938a125f6843f,1,5,"309","309",0.348791934333424,0.69755287156706,0.252403226400501,0.945644021631864,59,0.0376776019837926,0.114540448281489,0.0136296690022932,-0.018159694242951,0.00268136882968196,7374.90645525641,98690022.0474969,13400.1256056133,66571499.3172702
"1529",2024/06/04,02:19:09pm,4.71,"905",D7,45.43303241,-73.93887061,39.021,"0","0",,"1",500938ad2f841179,1,4,"302","302",0.327638521887105,0.655247709203082,0.208660208954857,0.969671451691425,79,0.0388130405823821,0.115056517811955,0.0168829674337325,-0.0212352654477482,0.00228640879542977,5156.76334205002,48169978.4408008,13928.0146652762,57205488.1549463
"1530",2024/06/04,02:19:22pm,4.71,"905",D5,45.43300564,-73.9389516,39.021,"0","0",,"1",500938ba669012e1,1,3,"209","209",0.318039370699285,0.63605148916658,0.188769935298523,0.962434704806516,58,0.0317691959349188,0.107034378044033,0.012113749087031,-0.0209826697110274,0.0021530204625249,5751.30127929675,63310334.119278,14341.0456888723,52560666.6595621
"1531",2024/06/04,02:19:34pm,4.71,"905",D3,45.43297856,-73.9390323,39.021,"0","0",,"1",500938c669fc4194,1,2,"202","202",0.265249952021153,0.530477141790814,0.070827859694786,0.996565879845267,110,0.0135200200543479,0.0788207060602946,0.00753752705434279,-0.0260515578406745,0.00101815360193778,3106.95304538925,11032560.994389,16025.957341032,32605653.7362206
"1532",2024/06/04,02:19:47pm,4.71,"905",D1,45.4329516,-73.93911321,39.021,"0","0",,"1",500938d31d4cc688,1,1,"109","109",0.274506636001438,0.548989556828539,0.095186647104683,0.98946066499125,79,0.0172805015928108,0.0778001097053613,0.00791948350246495,-0.0252908107171614,0.00143412526257296,3453.44964733181,24697168.3161684,15812.8739486505,36689970.0797784
"1533",2024/06/04,02:20:00pm,4.71,"905",D-1,45.4329247,-73.93919406,39.021,"0","0",,"1",500938e02a9ec38d,1,0,"102","102",0.277647795455237,0.555271403739267,0.098046076499512,0.99028947368421,94,0.0178549949618316,0.0813059178549178,0.0100302728344954,-0.0234899856797814,0.001257518356878,3113.98836731061,10855437.8259761,16082.8138126472,34030237.9111636
"1534",2024/06/04,02:20:58pm,4.71,"905",U-1,45.43290041,-73.93917769,39.021,"0","0",,"1",5009391a2cd19750,2,0,"103","103",0.268785166367937,0.537547044484965,0.091355538912966,0.991697368421053,84,0.0173199128330852,0.0653869777724617,0.00856955122873282,-0.0283013562888505,0.00109346287599026,3222.04983978097,16430690.6202528,16406.6694558315,32028014.4078534
"1535",2024/06/04,02:21:11pm,4.71,"905",U1,45.43292639,-73.93909621,39.021,"0","0",,"1",500939272161cf8e,2,1,"110","110",0.246681827025277,0.493342272783427,0.05881450197051,0.987842265233352,73,0.0116459239820107,0.0522918152019841,0.00571655483387112,-0.0309938192065895,0.00121116713245975,3182.94096450627,11530047.4877979,16364.2389560344,28969378.1586033
"1536",2024/06/04,02:21:23pm,4.71,"905",U3,45.43295377,-73.93901557,39.021,"0","0",,"1",500939332035b4b3,2,2,"203","203",0.274459884906987,0.548895650674443,0.10266169032068,0.990065920185261,105,0.0197417555804441,0.077556959829688,0.0101546029198049,-0.0260699043863487,0.00125607679410508,3257.1645693169,13377092.2500924,15688.143500594,37689902.7639325
"1537",2024/06/04,02:21:51pm,4.71,"905",U5,45.43298071,-73.93893478,39.02,"0","0",,"1",5009394f377e7978,2,3,"210","210",0.368530231337847,0.737028505459338,0.289253661710722,0.935065789473684,48,0.0452177223040111,0.129739525255902,0.0176552830214307,-0.019518295161744,0.00235407094288997,7573.02963745074,87722305.2026051,12609.3570862221,65762605.862307
"1538",2024/06/04,02:22:04pm,4.71,"905",U7,45.43300744,-73.93885375,39.02,"0","0",,"1",5009395c17548ec5,2,4,"303","303",0.311072384173927,0.622116599629579,0.182980055615919,0.994763157894737,94,0.0332020721897864,0.0999573458410617,0.0144843749891185,-0.0238942988211304,0.00206989217769999,4999.23060962659,42554596.6155543,14055.6003127931,50689069.839043
"1539",2024/06/04,02:22:17pm,4.71,"905",U9,45.43303463,-73.93877308,39.02,"0","0",,"1",500939696854b105,2,5,"310","310",0.313742618181616,0.62745741160809,0.201457308950725,0.907867208779063,62,0.0371842918363435,0.0987304554348872,0.0158998124089527,-0.0217696390899334,0.00225539588485563,5626.31783945047,56037116.202208,14077.4727276736,60833994.4632299
"1540",2024/06/04,02:22:29pm,4.71,"905",U11,45.43306147,-73.93869215,39.02,"0","0",,"1",5009397538f822dd,2,6,"403","403",0.332291855757681,0.664554320772762,0.228827501534684,0.928171052631579,46,0.040647429949446,0.104181557442914,0.0144821867757531,-0.0250482797163917,0.00273558424499126,6928.1018723143,88478731.7375964,13593.9038694753,59346327.2825898
"1541",2024/06/04,02:22:42pm,4.71,"905",U13,45.43308844,-73.9386113,39.02,"0","0",,"1",50093982458e6078,2,7,"410","410",0.370373003029865,0.740712424416576,0.28212667738886,0.905553874291128,36,0.0501022153959998,0.124457059092966,0.0178241157930248,-0.0207832868828985,0.00253768380211738,7814.58343052878,106375909.812744,12807.8064770712,75408503.4763048
"1542",2024/06/04,02:27:37pm,4.71,"905",D13,45.43306279,-73.93859418,39.02,"0","0",,"1",50093aa91c5e3ec4,3,7,"411","411",0.317469007462689,0.634910018243261,0.197130790291095,0.977790058156364,74,0.0308140085920235,0.0961614425000629,0.0107484533150427,-0.0235277948845614,0.00222705293507051,6348.42566082676,78933701.1218727,14404.9220643446,52238164.8748723
"1543",2024/06/04,02:27:50pm,4.71,"905",D11,45.43303634,-73.93867533,39.02,"0","0",,"1",50093ab67d023af4,3,6,"404","404",0.232317002044327,0.46461404246779,0.081017538044112,0.599323675311517,32,0.0199795714981498,0.0467502689459912,0.00938089208097699,-0.0324459870115004,0.00148296517609608,3189.38399538376,22071802.730788,16533.2487548853,35171369.233811
"1544",2024/06/04,02:28:09pm,4.71,"905",D9,45.43301019,-73.93875676,39.02,"0","0",,"1",50093ac93b20d3c3,3,5,"311","311",0.280482074245342,0.560939016641559,0.153985451643596,0.9382376547677,86,0.0312576014518211,0.0772440653134307,0.0113610629163689,-0.0270545382971131,0.001929116871098,4825.24511218195,49149750.0467932,14711.3801178772,48842261.9253035
"1545",2024/06/04,02:28:21pm,4.71,"905",D7,45.43298281,-73.93883734,39.02,"0","0",,"1",50093ad5406f8ce0,3,4,"304","304",0.292255362436086,0.584484508407734,0.174663294496077,0.81110029211295,57,0.0381546913267917,0.0838133099954093,0.0179914126793388,-0.0287461828516116,0.0021024979345743,4591.74045745295,43951071.2789429,14530.6931605178,56380578.575683
"1546",2024/06/04,02:28:34pm,4.71,"905",D5,45.43295598,-73.93891824,39.02,"0","0",,"1",50093ae27784cc33,3,3,"211","211",0.331532001842232,0.663034783864635,0.22159676864902,0.939448165155722,47,0.0376421365957751,0.107458598014406,0.0153680829934164,-0.0187613113846395,0.00232834409489886,6052.71456808918,70053342.5942518,13571.7360699738,59368754.6708369
"1547",2024/06/04,02:28:47pm,4.71,"905",D3,45.43292895,-73.93899903,39.02,"0","0",,"1",50093aef17380c91,3,2,"204","204",0.253355519303955,0.506689263365391,0.076909383325353,0.972355626899646,81,0.015996905297061,0.0608550002701195,0.00801686548642149,-0.027933250243852,0.0011150548165718,3085.53820608204,18511080.6799295,16242.0359956189,33597035.9337622
"1548",2024/06/04,02:28:59pm,4.71,"905",D1,45.43290187,-73.9390798,39.02,"0","0",,"1",50093afb12549ffc,3,1,"111","111",0.266839138048778,0.533654553568368,0.094822135600503,0.98982881353702,78,0.0179209214940268,0.0681022750625083,0.00917532482618244,-0.0258838248562366,0.00150068482179401,3370.99762438231,15482560.3140731,15443.3632310375,36867533.3609145
"1549",2024/06/04,02:29:12pm,4.71,"905",D-1,45.4328751,-73.93916081,39.021,"0","0",,"1",50093b08785a7bd0,3,0,"104","104",0.276337617388141,0.552650477773209,0.103031270334311,0.989591968315373,85,0.0200793611368137,0.0755458100830724,0.0114269792553527,-0.0254391650250176,0.00164783761189268,3077.42209426526,14888866.5123251,15564.2304767893,37004185.3444145
"1550",2024/06/04,02:30:00pm,4.71,"905",U-1,45.43285046,-73.93914412,39.02,"0","0",,"1",50093b3805b857f6,4,0,"105","105",0.248383747883419,0.496745789575472,0.068679750277776,0.988171052631579,88,0.0140874256102452,0.0494220332046756,0.0073597082813312,-0.0313911274335796,0.0010429082250093,2976.47658393748,11589079.5501681,16305.6969802099,30416060.908682
"1551",2024/06/04,02:30:13pm,4.71,"905",U1,45.43287695,-73.93906298,39.02,"0","0",,"1",50093b45131a1f8a,4,1,"112","112",0.238337756266071,0.47665505875481,0.047574615412948,0.990526565090392,115,0.0108785496996003,0.0461193142610862,0.00620093053218338,-0.0314000586668272,0.00120760047702972,2852.40858307449,9067005.39746678,16401.1987224403,27215934.3552703
"1552",2024/06/04,02:30:25pm,4.71,"905",U3,45.43290416,-73.93898236,39.02,"0","0",,"1",50093b5177614e40,4,2,"205","205",0.250792583398821,0.501563319985458,0.082557318682668,0.989723819423429,82,0.0168329589242921,0.0550326480400608,0.00808640789152769,-0.0292549655275871,0.00105206287981489,3167.25982014057,13472407.5235068,16296.3158248817,32683567.981722
"1553",2024/06/04,02:30:38pm,4.71,"905",U5,45.43293104,-73.93890134,39.02,"0","0",,"1",50093b5e4c336168,4,3,"212","212",0.290262785167855,0.580500425357768,0.153735658643487,0.980394478874722,65,0.0297525623423449,0.0814148521623785,0.0123836355893913,-0.0249744789938528,0.00205481235848885,5048.45773251567,47633709.7971111,14894.9105393331,47904036.8984484
"1554",2024/06/04,02:30:51pm,4.71,"905",U7,45.43295813,-73.93882066,39.02,"0","0",,"1",50093b6b45d1b542,4,4,"305","305",0.302582520050033,0.605138149961379,0.187500383668609,0.99215799792108,91,0.0376973178304907,0.0904280140455872,0.0166366647691395,-0.0282160940223476,0.00226049787898677,5184.15823107286,47309378.2999457,14542.6163279045,54316269.2340999
"1555",2024/06/04,02:31:03pm,4.71,"905",U9,45.43298503,-73.93873976,39.02,"0","0",,"1",50093b771410315b,4,5,"312","312",0.371859069682744,0.743685277034182,0.31609576427256,0.996605307824897,63,0.0552070276467152,0.126158690396869,0.019741292063402,-0.0252393712733911,0.00268737194131721,8149.56312461633,101088613.896548,12507.3738868217,77479817.4239549
"1556",2024/06/04,02:31:16pm,4.71,"905",U11,45.433012,-73.93865893,39.02,"0","0",,"1",50093b8410c2a505,4,6,"405","405",0.289527055479774,0.579028960858298,0.160212888730648,0.967157894736842,71,0.0291327777660649,0.0808176230914219,0.0111136073541336,-0.0249628733179087,0.00188411627201364,5398.14486009994,56262492.4492852,15041.3447515469,47112660.7048263
"1557",2024/06/04,02:31:29pm,4.71,"905",U13,45.43303878,-73.93857797,39.02,"0","0",,"1",50093b9138442333,4,7,"412","412",0.282965856825153,0.56590741754032,0.135601335756028,0.952735598305219,61,0.0241397511377687,0.0769757266178344,0.010295286482066,-0.0257554445399846,0.00199658045915305,4486.44129671463,49939637.0299723,15373.4129712141,44656288.4220017
"1558",2024/06/04,02:32:41pm,4.71,"905",D13,45.43301335,-73.93856101,39.019,"0","0",,"1",50093bd918887c7b,5,7,"413","413",0.346277233184321,0.692523608748777,0.239636598017249,0.919394736842105,56,0.0376656483291454,0.115404304506773,0.0147819512660747,-0.0185416941526172,0.00247977666550481,6429.48700776526,85769470.2079659,13394.8999305663,61973203.4694868
"1559",2024/06/04,02:32:54pm,4.71,"905",D11,45.43298676,-73.9386421,39.019,"0","0",,"1",50093be6278a06c1,5,6,"406","406",0.360679065926097,0.721326606462434,0.275284830329519,0.862325324350641,32,0.0513117226119332,0.123821403091139,0.0201774266454369,-0.0186074281841621,0.00269974614594271,7887.05731596523,110649514.609953,12890.0933058189,76303548.9238443
"1560",2024/06/04,02:33:06pm,4.71,"905",D9,45.43296038,-73.93872333,39.02,"0","0",,"1",50093bf2355ce56d,5,5,"313","313",0.330868062778008,0.661706454973141,0.232927166139775,0.978289759345272,77,0.0375800162505965,0.112123091986571,0.0142585574046137,-0.0215442917809802,0.00283471171497878,6581.32521408183,80084470.6779735,13669.3124684028,65687992.9458157
"1561",2024/06/04,02:33:19pm,4.71,"905",D7,45.43293318,-73.93880404,39.02,"0","0",,"1",50093bff4709aa8e,5,4,"306","306",0.362543473970338,0.72505419497756,0.282065290788327,0.990868421052632,89,0.0496859349259951,0.132088851240331,0.019833042722169,-0.0183996675901251,0.00269156872892925,7071.74010754932,83360891.8243957,12675.7530680763,72516392.8417112
"1562",2024/06/04,02:33:31pm,4.71,"905",D5,45.43290636,-73.93888497,39.02,"0","0",,"1",50093c0b5d6e7315,5,3,"213","213",0.301896827168918,0.603767316551907,0.178659562190765,0.874828947368421,46,0.0369498458052814,0.0921838442051491,0.0152412463886795,-0.0232757939027016,0.00235946061636122,4968.6316803968,54880698.8477165,14616.1903981736,56222685.4304223
"1563",2024/06/04,02:33:44pm,4.71,"905",D3,45.43287938,-73.93896581,39.02,"0","0",,"1",50093c18201d5006,5,2,"206","206",0.276445861762003,0.552867830373331,0.110581143379803,0.992921052631579,97,0.0220124580010937,0.0825849371644549,0.0115057694721399,-0.0251573141174546,0.00130649692806036,3326.70650632585,17070809.7074255,15768.5068125375,41135332.2575939
"1564",2024/06/04,02:33:57pm,4.71,"905",D1,45.43285247,-73.93904663,39.02,"0","0",,"1",50093c255287cdd6,5,1,"113","113",0.24743961970173,0.494857499691201,0.07194553747368,0.989671324438831,86,0.0149576115016712,0.048767550603538,0.00747600360723292,-0.0323381649127417,0.00128012493398837,3132.95783942394,11898291.7430736,16028.0384064362,31898174.4939603
"1565",2024/06/04,02:34:09pm,4.71,"905",D-1,45.43282555,-73.93912752,39.02,"0","0",,"1",50093c313a5b4233,5,0,"106","106",0.289748894346516,0.579471311905566,0.134056881173228,0.995473743766529,99,0.0241194791717757,0.0825131933806217,0.0121672952150612,-0.0218458478701,0.00131169988784631,3360.16989459856,16173544.2032768,14810.2497590294,39510425.5869162
"1566",2024/06/04,02:35:04pm,4.71,"905",U-1,45.43280096,-73.93911093,39.02,"0","0",,"1",50093c68674bddc2,6,0,"107","107",0.289152670766517,0.578279342117808,0.136265139377421,0.986605439402113,78,0.0270403694926006,0.0800000295390108,0.0138362113154787,-0.0251227668909683,0.00149332969243363,3469.88102122122,20114383.8927578,15276.2499710271,42110760.783223
"1567",2024/06/04,02:35:17pm,4.71,"905",U1,45.43282726,-73.93902964,39.02,"0","0",,"1",50093c751594fd99,6,1,"114","114",0.260195324195353,0.520368461358789,0.091071483379884,0.986355263157895,61,0.0181733919672864,0.0587995451825576,0.00863366176508612,-0.0314319476856212,0.00143191783699024,3519.87551640527,20695955.9935211,16035.2912696789,36643175.4914607
"1568",2024/06/04,02:35:30pm,4.71,"905",U3,45.43285465,-73.93894913,39.02,"0","0",,"1",50093c8200f4da49,6,2,"207","207",0.355845854937192,0.711661242778373,0.254821917471854,0.982223684210526,84,0.0416600989136748,0.128841071501386,0.0172300439931759,-0.0184671367588383,0.00217837653622031,6667.57260193245,73487697.2301053,13454.3270679881,65658737.1547497
"1569",2024/06/04,02:35:42pm,4.71,"905",U5,45.43288139,-73.93886804,39.02,"0","0",,"1",50093c8e6f31b554,6,3,"214","214",0.370732124897789,0.741432703945341,0.302200669101624,0.964539473684211,61,0.0471902849334077,0.130211047769534,0.0173053711146309,-0.0188178434484263,0.00236300498356788,8033.73386329456,99640808.9001954,12503.9909102091,72378693.7513982
"1570",2024/06/04,02:35:55pm,4.71,"905",U7,45.43290856,-73.93878739,39.019,"0","0",,"1",50093c9b5b838619,6,4,"307","307",0.364874237093149,0.729717015861331,0.293855125844076,0.986039289990658,83,0.0481080446620125,0.129292467154903,0.0177696649405978,-0.0218133374406498,0.00230977194897238,7882.1877470841,94967848.5017795,12371.0419134562,69867033.1295713
"1571",2024/06/04,02:36:07pm,4.71,"905",U9,45.43293551,-73.93870658,39.019,"0","0",,"1",50093ca71aaea32f,6,5,"314","314",0.301313307344107,0.6025997723601,0.178534597063301,0.988605113225174,72,0.0332263975430863,0.0958648218241708,0.0130231686098638,-0.0245297662275038,0.00222684294496518,4919.44590065315,55922721.870961,14576.500143423,57889802.4081453
"1572",2024/06/04,02:36:20pm,4.71,"905",U11,45.43296222,-73.93862553,39.019,"0","0",,"1",50093cb463aa4ae6,6,6,"407","407",0.352179886565375,0.704328810894864,0.258254811086216,0.692819831318009,24,0.0484640239194525,0.119293904808646,0.018888303461623,-0.0206742505914787,0.00287957328033195,7409.1666861054,96053551.5530161,12991.8159112441,67165340.6935889
"1573",2024/06/04,02:36:33pm,4.71,"905",U13,45.4329891,-73.93854462,39.019,"0","0",,"1",50093cc1072c464e,6,7,"414","414",0.258886279762293,0.517750507227315,0.091784118253695,0.705132535428446,37,0.0200244142062711,0.0646825689548778,0.00971724603059189,-0.0271082304433882,0.00148052954200556,3285.29192039483,25261685.2530616,15875.7472831998,36968366.7372425
"77777",2025/04/24,,,,,,,,,,,,,,,,,0.13001852643954,0.26002022629938,0,,0,0.0197744423751187,-0.0989325883709402,0.0369411695578858,-0.0499531511761481,0.0115145675464433,-46.7782765930914,2650260.35961787,15325.9323601123,50849253.1272753
