Experiment Name,BARCODE_128,BLOC,Org Name,Locn,Plot,Mason Plot #,Identity1,Description1,Name1 (Row Spacing),Name2 (Planting Density),Name3 (variety),Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Common Bacterial Blight,Lodging,Height,Desirability score,White Mold,anthracnose,Flowering Date,Maturity Date,Comments,Check,Planter,Planting Date,Plot Area,Actual Plants per ha,Stand %,Total weight,Plot size,Pallet,BOX,Row Spacing,Density  (plants/a),Plot Length,Existing Barcode,Seed Mass,Dry Weight,Name 2,Plants Selected,Population,Population Selections,Seed #,Org Name 2,Male parent,Female parent,F2 reps
24101-n,14967C7782,2,,LODS,119,2008,,,"22""",150000,Merlot,2,8,45,18.6,1280,1672,,,,,,,2024-07-24,2024-08-30,,0,119,,,,,,,,,,,,,,,,,,,,,,,
24101-n,139FAB529C,2,,LODS,120,1008,,,"22""",150000,Nautica,1,8,26,17.6,1773,2344,,,,,,,2024-07-23,2024-09-01,,0,120,,,,,,,,,,,,,,,,,,,,,,,
24101-n,109D664FB0,2,,LODS,121,1009,,,"22""",100000,black bear,1,9,26,21.4,1941,2448,,,,,,,2024-07-23,2024-09-01,,0,121,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BBE1B7C42,2,,LODS,122,2009,,,"22""",100000,Merlot,2,9,61,18.6,1334,1742,,,,,,,2024-07-21,2024-08-30,,0,122,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19789DB30C,2,,LODS,123,3009,,,"22""",100000,CLERK,3,9,67,20,696,893,,,,,,,2024-07-23,2024-09-02,,0,123,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A8EC4F4D0,2,,LODS,124,4009,,,"22""",100000,Ronnies red,4,9,217,20.6,775,987,,,,,,,2024-07-21,2024-09-02,,0,124,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15EEF1DD70,2,,LODS,125,5009,,,"22""",100000,Redhawk,5,9,60,20.8,672,854,,,,,,,2024-07-19,2024-08-19,,0,125,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B62F0EA7F,2,,LODS,126,6009,,,"22""",100000,ETNA,6,9,53,19.7,845,1089,,,,,,,2024-07-19,2024-08-21,,0,126,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10F0B9FC46,2,,LODS,127,7009,,,"22""",100000,Cayenne,7,9,39,20.1,2126,2726,,,,,,,2024-07-24,2024-08-30,,0,127,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A8D9C3D2C,2,,LODS,128,8009,,,"22""",100000,Red Rover,8,9,62,20.6,913,1163,,,,,,,2024-07-17,2024-08-20,,0,128,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D82BAB71D,2,,LODS,129,9009,,,"22""",100000,Apex,9,9,52,18.7,1438,1876,,,,,,,2024-07-26,2024-09-02,,0,129,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AAFB87CE6,2,,LODS,130,10009,,,"22""",100000,Windbreaker,10,9,39,20.5,1540,1965,,,,,,,2024-07-20,2024-08-26,,0,130,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D4DC84C27,2,,LODS,131,11009,,,"22""",100000,T9905,11,9,26,18.7,1194,1558,,,,,,,2024-07-21,2024-08-30,,0,131,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EBA4CDAE3,2,,LODS,132,12009,,,"22""",100000,Nautica,12,9,24,20.2,1403,1797,,,,,,,2024-07-25,2024-08-31,,0,132,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D7CAA682B,2,,LODS,133,13009,,,"22""",100000,Zorro,13,9,50,18.8,1451,1891,,,,,,,2024-07-23,2024-08-30,,0,133,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10F0B53C07,2,,LODS,134,14009,,,"22""",100000,Eclipse,14,9,29,19.6,1786,2304,,,,,,,2024-07-22,2024-08-28,,0,134,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B94CD7BFB,2,,LODS,135,15009,,,"22""",100000,Red Dawn,15,9,81,18.8,556,724,,,,,,,2024-07-17,2024-08-20,,0,135,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F6ACB792D,2,,LODS,136,15010,,,"30""",100000,ETNA,15,10,54,19,1038,1349,,,,,,,2024-07-18,2024-08-22,,0,136,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E9F22FC24,2,,LODS,137,14010,,,"30""",100000,Nautica,14,10,35,19.5,1810,2338,,,,,,,2024-07-26,2024-08-30,,0,137,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19B80CD0F0,2,,LODS,138,13010,,,"30""",100000,Eclipse,13,10,27,18.9,2265,2948,,,,,,,2024-07-24,2024-08-26,,0,138,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C32A3B1D2,2,,LODS,139,12010,,,"30""",100000,Redhawk,12,10,74,21.2,738,933,,,,,,,2024-07-18,2024-08-23,,0,139,,,,,,,,,,,,,,,,,,,,,,,
24101-n,179DF95BCF,2,,LODS,140,11010,,,"30""",100000,Zorro,11,10,25,18.4,1570,2056,,,,,,,2024-07-23,2024-08-30,,0,140,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B8410F2B7,2,,LODS,141,10010,,,"30""",100000,Ronnies red,10,10,82,21.9,956,1198,,,,,,,2024-07-23,,,0,141,,,,,,,,,,,,,,,,,,,,,,,
24101-n,150719918B,2,,LODS,142,9010,,,"30""",100000,Merlot,9,10,0,19.2,1600,2074,,,,,,,2024-07-25,2024-09-02,,0,142,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1295EA32E8,2,,LODS,143,8010,,,"30""",100000,CLERK,8,10,63,20.4,1000,1277,,,,,,,2024-07-23,,,0,143,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12865E420B,2,,LODS,144,7010,,,"30""",100000,Windbreaker,7,10,41,19.1,1573,2042,,,,,,,2024-07-21,2024-08-24,,0,144,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1875D9E138,2,,LODS,145,6010,,,"30""",100000,Cayenne,6,10,37,20.2,2044,2617,,,,,,,2024-07-24,2024-08-28,,0,145,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1938526BD4,2,,LODS,146,5010,,,"30""",100000,Red Dawn,5,10,62,20.5,538,686,,,,,,,2024-07-16,2024-08-19,,0,146,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CA2619B26,2,,LODS,147,4010,,,"30""",100000,Apex,4,10,26,18.9,1952,2540,,,,,,,2024-07-24,2024-08-31,,0,147,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1697EBC230,2,,LODS,148,3010,,,"30""",100000,T9905,3,10,26,20.3,1889,2416,,,,,,,2024-07-22,2024-08-30,,0,148,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1005824E2F,2,,LODS,149,2010,,,"30""",100000,Red Rover,2,10,55,20.3,674,862,,,,,,,2024-07-18,2024-08-21,,0,149,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CDBA3A339,2,,LODS,150,1010,,,"30""",100000,black bear,1,10,26,19.4,2252,2913,,,,,,,2024-07-22,2024-08-31,,0,150,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10E594A03A,2,,LODS,151,1011,,,"30""",75000,Redhawk,1,11,47,19.8,307,395,,,,,,,2024-07-16,2024-08-20,,0,151,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C72DABC5F,2,,LODS,152,2011,,,"30""",75000,ETNA,2,11,63,21.5,537,676,,,,,,,2024-07-16,2024-08-21,,0,152,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FCFC7D6A5,2,,LODS,153,3011,,,"30""",75000,Nautica,3,11,24,19.9,1686,2167,,,,,,,2024-07-24,2024-08-30,,0,153,,,,,,,,,,,,,,,,,,,,,,,
24101-n,142716F39E,2,,LODS,154,4011,,,"30""",75000,Red Rover,4,11,56,21,680,862,,,,,,,2024-07-19,2024-08-22,,0,154,,,,,,,,,,,,,,,,,,,,,,,
24101-n,152CB970AB,2,,LODS,155,5011,,,"30""",75000,black bear,5,11,37,19.7,1726,2224,,,,,,,2024-07-23,2024-09-01,,0,155,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18E872AECC,2,,LODS,156,6011,,,"30""",75000,Merlot,6,11,42,20.5,1282,1635,,,,,,,2024-07-25,2024-09-01,,0,156,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13ED8B4B49,2,,LODS,157,7011,,,"30""",75000,Eclipse,7,11,26,19.6,1818,2345,,,,,,,2024-07-22,2024-08-28,,0,157,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12E1D82A3B,2,,LODS,158,8011,,,"30""",75000,Ronnies red,8,11,70,20.8,1183,1503,,,,,,,2024-07-21,,,0,158,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1002DC1CCA,2,,LODS,159,9011,,,"30""",75000,Zorro,9,11,38,21.2,1261,1594,,,,,,,2024-07-28,2024-08-30,,0,159,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1996D35627,2,,LODS,160,10011,,,"30""",75000,CLERK,10,11,63,21.7,851,1069,,,,,,,2024-07-23,,,0,160,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BEE9EAA14,2,,LODS,161,11011,,,"30""",75000,Red Dawn,11,11,65,19.5,341,440,,,,,,,2024-07-18,2024-08-21,,0,161,,,,,,,,,,,,,,,,,,,,,,,
24101-n,143255DC9E,2,,LODS,162,12011,,,"30""",75000,T9905,12,11,22,22.1,1630,2038,,,,,,,2024-07-23,2024-09-01,,0,162,,,,,,,,,,,,,,,,,,,,,,,
24101-n,163BBC07EE,2,,LODS,163,13011,,,"30""",75000,Cayenne,13,11,39,19.7,1858,2394,,,,,,,2024-07-24,2024-08-29,,0,163,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F24AA3057,2,,LODS,164,14011,,,"30""",75000,Apex,14,11,38,20.1,1404,1800,,,,,,,2024-07-26,2024-09-01,,0,164,,,,,,,,,,,,,,,,,,,,,,,
24101-n,102E845022,2,,LODS,165,15011,,,"30""",75000,Windbreaker,15,11,48,20,1445,1855,,,,,,,2024-07-22,2024-08-26,,0,165,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10E7A3798C,2,,LODS,166,15012,,,"30""",150000,Merlot,15,12,41,18.2,1340,1759,,,,,,,2024-07-23,2024-08-30,,0,166,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BD5369796,2,,LODS,167,14012,,,"30""",150000,Cayenne,14,12,40,17.9,2059,2713,,,,,,,2024-07-23,2024-08-31,,0,167,,,,,,,,,,,,,,,,,,,,,,,
24101-n,190123EEC1,2,,LODS,168,13012,,,"30""",150000,Apex,13,12,29,21.5,2397,3019,,,,,,,2024-07-24,2024-08-30,,0,168,,,,,,,,,,,,,,,,,,,,,,,
24101-n,191BA5BC4A,2,,LODS,169,12012,,,"30""",150000,Red Rover,12,12,57,20.4,971,1240,,,,,,,2024-07-16,2024-08-24,,0,169,,,,,,,,,,,,,,,,,,,,,,,
24101-n,108FE7B6A8,2,,LODS,170,11012,,,"30""",150000,ETNA,11,12,53,17.8,815,1075,,,,,,,2024-07-19,2024-08-21,,0,170,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11F82120E3,2,,LODS,171,10012,,,"30""",150000,Zorro,10,12,26,18.5,2202,2880,,,,,,,2024-07-24,2024-08-28,,0,171,,,,,,,,,,,,,,,,,,,,,,,
24101-n,101D2D89B4,2,,LODS,172,9012,,,"30""",150000,T9905,9,12,26,20.4,1960,2503,,,,,,,2024-07-24,2024-08-30,,0,172,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16F697E982,2,,LODS,173,8012,,,"30""",150000,Nautica,8,12,24,20.5,2112,2694,,,,,,,2024-07-21,2024-08-29,,0,173,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F1317254C,2,,LODS,174,7012,,,"30""",150000,black bear,7,12,27,18.5,2396,3133,,,,,,,2024-07-25,2024-09-01,,0,174,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16EDD0D6A7,2,,LODS,175,6012,,,"30""",150000,Red Dawn,6,12,64,19.7,766,987,,,,,,,2024-07-16,2024-08-20,,0,175,,,,,,,,,,,,,,,,,,,,,,,
24101-n,103F624B8D,2,,LODS,176,5012,,,"30""",150000,Redhawk,5,12,58,20,867,1113,,,,,,,2024-07-18,2024-08-21,,0,176,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C6889CD4C,2,,LODS,177,4012,,,"30""",150000,CLERK,4,12,68,20.8,1144,1454,,,,,,,2024-07-22,2024-09-02,,0,177,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1335921DEC,2,,LODS,178,3012,,,"30""",150000,Windbreaker,3,12,42,19.2,1618,2098,,,,,,,2024-07-19,2024-08-22,,0,178,,,,,,,,,,,,,,,,,,,,,,,
24101-n,158627AD2E,2,,LODS,179,2012,,,"30""",150000,Eclipse,2,12,43,17.2,1946,2586,,,,,,,2024-07-20,2024-08-26,,0,179,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B388374BB,2,,LODS,180,1012,,,"30""",150000,Ronnies red,1,12,74,24.2,889,1081,,,,,,,2024-07-19,,,0,180,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18663BCBFE,3,,LODS,181,1013,,,"22""",150000,Red Rover,1,13,60,20.2,454,581,,,,,,,2024-07-17,2024-08-21,,0,181,,,,,,,,,,,,,,,,,,,,,,,
24101-n,108190DD84,3,,LODS,182,2013,,,"22""",150000,Zorro,2,13,40,19.1,1515,1967,,,,,,,2024-07-20,2024-08-29,,0,182,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C8C2E820A,3,,LODS,183,3013,,,"22""",150000,Apex,3,13,28,20,2126,2729,,,,,,,2024-07-21,2024-09-01,,0,183,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1493D14504,3,,LODS,184,4013,,,"22""",150000,Merlot,4,13,41,20.2,1541,1973,,,,,,,2024-07-24,2024-09-01,,0,184,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1319C119F5,3,,LODS,185,5013,,,"22""",150000,Red Dawn,5,13,62,18.1,441,580,,,,,,,2024-07-17,2024-08-20,,0,185,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13915D621D,3,,LODS,186,6013,,,"22""",150000,Redhawk,6,13,56,20.3,580,742,,,,,,,2024-07-17,2024-08-20,,0,186,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EB43CFF67,3,,LODS,187,7013,,,"22""",150000,CLERK,7,13,68,19.5,931,1203,,,,,,,2024-07-24,,,0,187,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DE6C77E1F,3,,LODS,188,8013,,,"22""",150000,Ronnies red,8,13,67,21.3,824,1041,,,,,,,2024-07-20,2024-09-02,,0,188,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DA96071B5,3,,LODS,189,9013,,,"22""",150000,Cayenne,9,13,40,18.2,2265,2973,,,,,,,2024-07-24,2024-08-29,,0,189,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16C060718C,3,,LODS,190,10013,,,"22""",150000,black bear,10,13,25,20.2,2191,2806,,,,,,,2024-07-23,2024-08-30,,0,190,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16CA3B78BF,3,,LODS,191,11013,,,"22""",150000,T9905,11,13,26,20.8,2309,2934,,,,,,,2024-07-26,2024-08-30,,0,191,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D89C9FD69,3,,LODS,192,12013,,,"22""",150000,Nautica,12,13,23,18.4,1470,1925,,,,,,,2024-07-23,2024-08-30,,0,192,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B900C80E9,3,,LODS,193,13013,,,"22""",150000,ETNA,13,13,54,19.2,277,359,,,,,,,2024-07-18,2024-08-21,,0,193,,,,,,,,,,,,,,,,,,,,,,,
24101-n,101C8DC954,3,,LODS,194,14013,,,"22""",150000,Eclipse,14,13,28,18.4,1318,1726,,,,,,,2024-07-22,2024-08-28,,0,194,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15CE3CEFE9,3,,LODS,195,15013,,,"22""",150000,Windbreaker,15,13,35,18,1110,1461,,,,,,,2024-07-21,2024-08-23,,0,195,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F61015D17,3,,LODS,196,15014,,,"22""",75000,Apex,15,14,39,19.7,1647,2122,,,,,,,2024-07-23,2024-09-01,,0,196,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FD7ADB5B1,3,,LODS,197,14014,,,"22""",75000,Cayenne,14,14,41,18,1429,1880,,,,,,,2024-07-23,2024-08-30,,0,197,,,,,,,,,,,,,,,,,,,,,,,
24101-n,112C7B61D6,3,,LODS,198,13014,,,"22""",75000,ETNA,13,14,57,20.2,654,837,,,,,,,2024-07-18,2024-08-22,,0,198,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18429729A7,3,,LODS,199,12014,,,"22""",75000,CLERK,12,14,67,20.6,584,744,,,,,,,2024-07-22,,,0,199,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E5DB73B6E,3,,LODS,200,11014,,,"22""",75000,Eclipse,11,14,25,20.2,1638,2097,,,,,,,2024-07-24,2024-08-30,,0,200,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14E6BD5F55,3,,LODS,201,10014,,,"22""",75000,Merlot,10,14,40,19.2,1140,1478,,,,,,,2024-07-24,2024-08-31,,0,201,,,,,,,,,,,,,,,,,,,,,,,
24101-n,185799D1B5,3,,LODS,202,9014,,,"22""",75000,black bear,9,14,25,18.4,1534,2009,,,,,,,2024-07-25,2024-08-30,,0,202,,,,,,,,,,,,,,,,,,,,,,,
24101-n,120F0BA503,3,,LODS,203,8014,,,"22""",75000,Red Dawn,8,14,70,18.2,474,622,,,,,,,2024-07-16,2024-08-19,,0,203,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16A2B8AB04,3,,LODS,204,7014,,,"22""",75000,T9905,7,14,26,18.3,1310,1717,,,,,,,2024-07-26,2024-08-31,,0,204,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1657F218F5,3,,LODS,205,6014,,,"22""",75000,Zorro,6,14,26,20,1588,2039,,,,,,,2024-07-21,2024-08-30,,0,205,,,,,,,,,,,,,,,,,,,,,,,
24101-n,131B9648B9,3,,LODS,206,5014,,,"22""",75000,Redhawk,5,14,60,19,482,626,,,,,,,2024-07-15,2024-08-21,,0,206,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A17AC8B9C,3,,LODS,207,4014,,,"22""",75000,Red Rover,4,14,77,20.7,541,688,,,,,,,2024-07-16,2024-08-26,,0,207,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F4E4C5AF3,3,,LODS,208,3014,,,"22""",75000,Windbreaker,3,14,45,18.4,925,1211,,,,,,,2024-07-20,2024-08-21,,0,208,,,,,,,,,,,,,,,,,,,,,,,
24101-n,174D419533,3,,LODS,209,2014,,,"22""",75000,Ronnies red,2,14,76,20,567,728,,,,,,,2024-07-23,,,0,209,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A1BE75B42,3,,LODS,210,1014,,,"22""",75000,Nautica,1,14,26,17.2,1454,1932,,,,,,,2024-07-22,2024-08-30,,0,210,,,,,,,,,,,,,,,,,,,,,,,
24101-n,164D3540D0,3,,LODS,211,1015,,,"22""",100000,CLERK,1,15,68,20.6,626,798,,,,,,,2024-07-23,,,0,211,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BE74AADB7,3,,LODS,212,2015,,,"22""",100000,Nautica,2,15,25,20.3,1627,2081,,,,,,,2024-07-23,2024-08-30,,0,212,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BFEDDC748,3,,LODS,213,3015,,,"22""",100000,Red Rover,3,15,62,20.9,647,821,,,,,,,2024-07-18,2024-08-24,,0,213,,,,,,,,,,,,,,,,,,,,,,,
24101-n,161107F3EE,3,,LODS,214,4015,,,"22""",100000,Red Dawn,4,15,63,19.1,488,633,,,,,,,2024-07-16,2024-08-19,,0,214,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1758056A3A,3,,LODS,215,5015,,,"22""",100000,Zorro,5,15,26,19,1395,1813,,,,,,,2024-07-24,2024-08-30,,0,215,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14CA912D81,3,,LODS,216,6015,,,"22""",100000,Apex,6,15,29,20.9,1315,1669,,,,,,,2024-07-21,2024-09-02,,0,216,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D5B0E31A0,3,,LODS,217,7015,,,"22""",100000,T9905,7,15,23,19.2,1592,2064,,,,,,,2024-07-24,,,0,217,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11D718A042,3,,LODS,218,8015,,,"22""",100000,Ronnies red,8,15,67,19,592,769,,,,,,,2024-07-19,,,0,218,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12EF83B0EE,3,,LODS,219,9015,,,"22""",100000,Eclipse,9,15,41,18.4,1559,2041,,,,,,,2024-07-19,2024-08-26,,0,219,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1ACBA97B56,3,,LODS,220,10015,,,"22""",100000,Cayenne,10,15,41,20.3,1672,2138,,,,,,,2024-07-23,2024-08-30,,0,220,,,,,,,,,,,,,,,,,,,,,,,
24101-n,173155525C,3,,LODS,221,11015,,,"22""",100000,black bear,11,15,26,20.2,1727,2211,,,,,,,2024-07-24,2024-08-31,,0,221,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11EC604BC5,3,,LODS,222,12015,,,"22""",100000,ETNA,12,15,58,20,676,868,,,,,,,2024-07-19,2024-08-23,,0,222,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FDA18AEA7,3,,LODS,223,13015,,,"22""",100000,Redhawk,13,15,57,19.2,381,494,,,,,,,2024-07-19,2024-08-21,,0,223,,,,,,,,,,,,,,,,,,,,,,,
24101-n,140B25FD63,3,,LODS,224,14015,,,"22""",100000,Windbreaker,14,15,44,18.2,1194,1567,,,,,,,2024-07-20,2024-08-26,,0,224,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B3C6DE8BA,3,,LODS,225,15015,,,"22""",100000,Merlot,15,15,46,18.5,1015,1327,,,,,,,2024-07-22,,,0,225,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11D5A160FD,3,,LODS,226,15016,,,"30""",100000,Eclipse,15,16,25,17.9,2074,2732,,,,,,,2024-07-22,2024-08-26,,0,226,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17BCFC1D0E,3,,LODS,227,14016,,,"30""",100000,T9905,14,16,27,17.6,2041,2699,,,,,,,2024-07-24,2024-08-31,,0,227,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17EBFE59C1,3,,LODS,228,13016,,,"30""",100000,Merlot,13,16,45,19.6,1474,1902,,,,,,,2024-07-26,2024-09-01,,0,228,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14314EC041,3,,LODS,229,12016,,,"30""",100000,Windbreaker,12,16,43,17.6,1402,1854,,,,,,,2024-07-20,2024-08-24,,0,229,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1259CDB3C1,3,,LODS,230,11016,,,"30""",100000,Zorro,11,16,29,20.8,2007,2551,,,,,,,2024-07-26,2024-08-30,,0,230,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B1DAAE457,3,,LODS,231,10016,,,"30""",100000,Red Dawn,10,16,69,19.2,398,516,,,,,,,2024-07-16,2024-08-21,,0,231,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15059F9B51,3,,LODS,232,9016,,,"30""",100000,Ronnies red,9,16,70,20.1,728,933,,,,,,,2024-07-20,2024-09-01,,0,232,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1070391AA4,3,,LODS,233,8016,,,"30""",100000,Red Rover,8,16,51,21.1,857,1085,,,,,,,2024-07-17,2024-08-21,,0,233,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19C0B13B77,3,,LODS,234,7016,,,"30""",100000,CLERK,7,16,75,21.2,895,1132,,,,,,,2024-07-20,,,0,234,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19E336647B,3,,LODS,235,6016,,,"30""",100000,ETNA,6,16,58,17.7,980,1294,,,,,,,2024-07-18,2024-08-21,,0,235,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14812201FE,3,,LODS,236,5016,,,"30""",100000,Nautica,5,16,,,,,,,,,,,2024-07-24,2024-08-30,,0,236,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F98C2ABF6,3,,LODS,237,4016,,,"30""",100000,Apex,4,16,30,19.4,1969,2547,,,,,,,2024-07-26,2024-09-01,,0,237,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15E9CC80F0,3,,LODS,238,3016,,,"30""",100000,Cayenne,3,16,56,17.9,1310,1726,,,,,,,2024-07-26,2024-08-30,,0,238,,,,,,,,,,,,,,,,,,,,,,,
