Experiment Name,BARCODE_128,BLOC,Org Name,Locn,Plot,Mason Plot #,Identity1,Description1,Name1 (Row Spacing),Name2 (Planting Density),Name3 (variety),Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Common Bacterial Blight,Lodging,Height,Desirability score,White Mold,anthracnose,Flowering Date,Maturity Date,Comments,Check,Planter,Planting Date,Plot Area,Actual Plants per ha,Stand %,Total weight,Plot size,Pallet,BOX,Row Spacing,Density  (plants/a),Plot Length,Existing Barcode,Seed Mass,Dry Weight,Name 2,Plants Selected,Population,Population Selections,Seed #,Org Name 2,Male parent,Female parent,F2 reps
24101-n,1C1CAA7A5F,3,,LODS,239,2016,,,"30""",100000,Redhawk,2,16,56,19.3,361,467,,,,,,,2024-07-16,2024-08-26,,0,239,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AFDF9FCFC,3,,LODS,240,1016,,,"30""",100000,black bear,1,16,59,17.5,1837,2432,,,,,,,2024-07-23,2024-08-30,,0,240,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EFFB4BBF3,3,,LODS,241,1017,,,"30""",150000,Apex,1,17,29,17.8,2002,2641,,,,,,,2024-07-18,2024-09-01,,0,241,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1597C0C6D6,3,,LODS,242,2017,,,"30""",150000,Red Dawn,2,17,63,20.3,364,466,,,,,,,2024-07-16,2024-08-20,,0,242,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EF1E40699,3,,LODS,243,3017,,,"30""",150000,Nautica,3,17,23,15.9,766,1034,,,,,,,2024-07-26,2024-08-31,,0,243,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FC9C898A6,3,,LODS,244,4017,,,"30""",150000,Windbreaker,4,17,41,19.6,1767,2280,,,,,,,2024-07-21,2024-08-21,,0,244,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B5F6CAFAA,3,,LODS,245,5017,,,"30""",150000,Eclipse,5,17,48,17.9,1973,2599,,,,,,,2024-07-21,2024-08-23,,0,245,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16CA55D478,3,,LODS,246,6017,,,"30""",150000,black bear,6,17,24,17.9,2120,2793,,,,,,,2024-07-23,2024-08-30,,0,246,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1743EE89CD,3,,LODS,247,7017,,,"30""",150000,Merlot,7,17,41,17.7,1483,1958,,,,,,,2024-07-23,2024-09-01,,0,247,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14133769EF,3,,LODS,248,8017,,,"30""",150000,CLERK,8,17,94,22.7,980,1216,,,,,,,2024-07-24,,,0,248,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E26CF6FAC,3,,LODS,249,9017,,,"30""",150000,Ronnies red,9,17,66,19.8,984,1266,,,,,,,2024-07-22,,,0,249,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19560BA2F1,3,,LODS,250,10017,,,"30""",150000,Redhawk,10,17,65,20.5,775,989,,,,,,,2024-07-18,2024-08-26,,0,250,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18DA1E9071,3,,LODS,251,11017,,,"30""",150000,Cayenne,11,17,41,19.1,2508,3256,,,,,,,2024-07-23,2024-08-30,,0,251,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1839F24454,3,,LODS,252,12017,,,"30""",150000,ETNA,12,17,50,17.8,472,623,,,,,,,2024-07-17,2024-08-20,,0,252,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BE6B8661A,3,,LODS,253,13017,,,"30""",150000,Red Rover,13,17,63,19.7,670,863,,,,,,,2024-07-18,2024-08-23,,0,253,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D7076FD12,3,,LODS,254,14017,,,"30""",150000,T9905,14,17,38,18.5,2109,2758,,,,,,,2024-07-24,2024-08-30,,0,254,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DD79202CD,3,,LODS,255,15017,,,"30""",150000,Zorro,15,17,27,20.7,1306,1662,,,,,,,2024-07-24,2024-08-28,,0,255,,,,,,,,,,,,,,,,,,,,,,,
24101-n,137C8A71EA,3,,LODS,256,15018,,,"30""",75000,Nautica,15,18,28,16.5,1392,1865,,,,,,,2024-07-25,2024-08-30,,0,256,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C8BF78179,3,,LODS,257,14018,,,"30""",75000,black bear,14,18,71,21.9,720,902,,,,,,,2024-07-23,2024-08-30,,0,257,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17413F4289,3,,LODS,258,13018,,,"30""",75000,ETNA,13,18,28,20.5,1838,2345,,,,,,,2024-07-18,2024-08-23,,0,258,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DFD5992AB,3,,LODS,259,12018,,,"30""",75000,Ronnies red,12,18,61,20.3,636,813,,,,,,,2024-07-21,2024-09-02,,0,259,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A88B14122,3,,LODS,260,11018,,,"30""",75000,Merlot,11,18,27,18.6,1694,2213,,,,,,,2024-07-24,2024-08-30,,0,260,,,,,,,,,,,,,,,,,,,,,,,
24101-n,131D420CA5,3,,LODS,261,10018,,,"30""",75000,Redhawk,10,18,41,17.8,2207,2911,,,,,,,2024-07-19,2024-08-30,,0,261,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1621A5E489,3,,LODS,262,9018,,,"30""",75000,Windbreaker,9,18,58,18.9,527,686,,,,,,,2024-07-19,2024-08-24,,0,262,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1844C7FCA3,3,,LODS,263,8018,,,"30""",75000,T9905,8,18,48,18.6,1875,2449,,,,,,,2024-07-21,2024-08-30,,0,263,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C399A622E,3,,LODS,264,7018,,,"30""",75000,Red Rover,7,18,26,19.6,1247,1609,,,,,,,2024-07-17,2024-08-21,,0,264,,,,,,,,,,,,,,,,,,,,,,,
24101-n,178080C6F1,3,,LODS,265,6018,,,"30""",75000,Cayenne,6,18,70,19.7,614,791,,,,,,,2024-07-24,2024-08-30,,0,265,,,,,,,,,,,,,,,,,,,,,,,
24101-n,172F6E3B6E,3,,LODS,266,5018,,,"30""",75000,Zorro,5,18,41,19,1258,1635,,,,,,,2024-07-21,2024-08-26,,0,266,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18B0FF5910,3,,LODS,267,4018,,,"30""",75000,Red Dawn,4,18,71,21.6,714,898,,,,,,,2024-07-19,2024-08-19,,0,267,,,,,,,,,,,,,,,,,,,,,,,
24101-n,159D531A2B,3,,LODS,268,3018,,,"30""",75000,Apex,3,18,58,20.1,617,791,,,,,,,2024-07-23,2024-09-02,,0,268,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CB9FA324A,3,,LODS,269,2018,,,"30""",75000,CLERK,2,18,27,17.5,2069,2739,,,,,,,2024-07-21,2024-09-02,,0,269,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AEA6AB175,3,,LODS,270,1018,,,"30""",75000,Eclipse,1,18,33,18.8,1362,1775,,,,,,,2024-07-25,2024-08-21,,0,270,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1629533B8A,4,,LODS,271,1019,,,"22""",75000,Ronnies red,1,19,76,18,201,264,,,,,,,2024-07-19,,,0,271,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1836349E2A,4,,LODS,272,2019,,,"22""",75000,CLERK,2,19,70,20.7,639,813,,,,,,,2024-07-20,,,0,272,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15F1103A97,4,,LODS,273,3019,,,"22""",75000,black bear,3,19,43,17.1,1417,1885,,,,,,,2024-07-24,2024-09-01,,0,273,,,,,,,,,,,,,,,,,,,,,,,
24101-n,119160E3DE,4,,LODS,274,4019,,,"22""",75000,Nautica,4,19,41,18.4,1685,2206,,,,,,,2024-07-25,2024-08-30,,0,274,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FD697FBFD,4,,LODS,275,5019,,,"22""",75000,ETNA,5,19,59,18.8,592,771,,,,,,,2024-07-18,2024-08-20,,0,275,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C77D7A0FB,4,,LODS,276,6019,,,"22""",75000,Merlot,6,19,0,17.6,1003,1326,,,,,,,2024-07-25,2024-09-01,,0,276,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1261178526,4,,LODS,277,7019,,,"22""",75000,Redhawk,7,19,,,,,,,,,,,2024-07-16,2024-08-21,,0,277,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1779F829CC,4,,LODS,278,8019,,,"22""",75000,Apex,8,19,27,19.1,1860,2415,,,,,,,2024-07-22,2024-09-01,,0,278,,,,,,,,,,,,,,,,,,,,,,,
24101-n,147179A32B,4,,LODS,279,9019,,,"22""",75000,Red Rover,9,19,69,19.4,368,476,,,,,,,2024-07-17,2024-08-21,,0,279,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D1564C77F,4,,LODS,280,10019,,,"22""",75000,T9905,10,19,29,18.9,1261,1641,,,,,,,2024-07-26,2024-08-30,,0,280,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10B9B24050,4,,LODS,281,11019,,,"22""",75000,Cayenne,11,19,41,19.1,1497,1943,,,,,,,2024-07-23,2024-09-01,,0,281,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11B9586688,4,,LODS,282,12019,,,"22""",75000,Zorro,12,19,39,19.3,1677,2172,,,,,,,2024-07-21,2024-08-30,,0,282,,,,,,,,,,,,,,,,,,,,,,,
24101-n,116C8646E4,4,,LODS,283,13019,,,"22""",75000,Windbreaker,13,19,66,17.8,1092,1440,,,,,,,2024-07-21,2024-08-28,,0,283,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C05A9DD0F,4,,LODS,284,14019,,,"22""",75000,Red Dawn,14,19,,,,,,,,,,,2024-07-20,2024-08-24,,0,284,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C6C69333A,4,,LODS,285,15019,,,"22""",75000,Eclipse,15,19,27,18.3,905,1186,,,,,,,2024-07-24,2024-08-30,,0,285,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19CB41E919,4,,LODS,286,15020,,,"22""",100000,CLERK,15,20,76,19.4,561,726,,,,,,,2024-07-24,,,0,286,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1713FA3EEE,4,,LODS,287,14020,,,"22""",100000,Red Rover,14,20,,,,,,,,,,,2024-07-20,2024-08-26,,0,287,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18EB119CF7,4,,LODS,288,13020,,,"22""",100000,Eclipse,13,20,28,18.2,1716,2252,,,,,,,2024-07-25,2024-08-26,,0,288,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A28CF475A,4,,LODS,289,12020,,,"22""",100000,Ronnies red,12,20,71,18.5,695,909,,,,,,,2024-07-21,,,0,289,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D3EE19DDE,4,,LODS,290,11020,,,"22""",100000,Windbreaker,11,20,46,18.9,1409,1834,,,,,,,2024-07-20,2024-08-24,,0,290,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15250B59CE,4,,LODS,291,10020,,,"22""",100000,Cayenne,10,20,44,19.5,1870,2416,,,,,,,2024-07-24,2024-08-30,,0,291,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19A4798182,4,,LODS,292,9020,,,"22""",100000,Apex,9,20,,,,,,,,,,,2024-07-26,2024-09-03,,0,292,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17FD8383CA,4,,LODS,293,8020,,,"22""",100000,Zorro,8,20,41,19.1,1350,1752,,,,,,,2024-07-24,2024-08-30,,0,293,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1760FF63F5,4,,LODS,294,7020,,,"22""",100000,Nautica,7,20,31,17.7,1480,1954,,,,,,,2024-07-25,2024-08-30,,0,294,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D1279BF3A,4,,LODS,295,6020,,,"22""",100000,Red Dawn,6,20,67,20.6,479,610,,,,,,,2024-07-16,2024-08-19,,0,295,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10367737DA,4,,LODS,296,5020,,,"22""",100000,black bear,5,20,26,18,1756,2311,,,,,,,2024-07-25,2024-08-31,,0,296,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1716A0EA9B,4,,LODS,297,4020,,,"22""",100000,Redhawk,4,20,48,20,305,392,,,,,,,2024-07-18,2024-08-20,,0,297,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16E3AA9234,4,,LODS,298,3020,,,"22""",100000,ETNA,3,20,53,18.7,387,505,,,,,,,2024-07-20,2024-08-20,,0,298,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EFD657BCD,4,,LODS,299,2020,,,"22""",100000,Merlot,2,20,44,18.2,873,1146,,,,,,,2024-07-24,2024-08-27,,0,299,,,,,,,,,,,,,,,,,,,,,,,
24101-n,179D7709CE,4,,LODS,300,1020,,,"22""",100000,T9905,1,20,27,18.4,1182,1548,,,,,,,2024-07-22,2024-08-30,,0,300,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19CD413B6F,4,,LODS,301,1021,,,"22""",150000,Nautica,1,21,26,18,949,1249,,,,,,,2024-07-22,2024-08-26,,0,301,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1846B14E28,4,,LODS,302,2021,,,"22""",150000,Ronnies red,2,21,69,20,252,323,,,,,,,2024-07-25,2024-09-02,,0,302,,,,,,,,,,,,,,,,,,,,,,,
24101-n,165D4DC392,4,,LODS,303,3021,,,"22""",150000,Eclipse,3,21,44,17.3,1162,1542,,,,,,,2024-07-23,2024-08-23,,0,303,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19B22E8E3A,4,,LODS,304,4021,,,"22""",150000,black bear,4,21,40,17.3,1875,2488,,,,,,,2024-07-23,2024-08-29,,0,304,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B4AF1198F,4,,LODS,305,5021,,,"22""",150000,Merlot,5,21,40,18.4,1332,1744,,,,,,,2024-07-26,2024-08-31,,0,305,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1268400927,4,,LODS,306,6021,,,"22""",150000,Redhawk,6,21,,,,,,,,,,,2024-07-17,2024-08-21,,0,306,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D4E689309,4,,LODS,307,7021,,,"22""",150000,Cayenne,7,21,40,18.3,2280,2989,,,,,,,2024-07-23,2024-08-28,,0,307,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14D1B023D4,4,,LODS,308,8021,,,"22""",150000,Red Rover,8,21,62,21.7,561,705,,,,,,,2024-07-19,2024-08-23,,0,308,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1703D43F70,4,,LODS,309,9021,,,"22""",150000,Zorro,9,21,26,19,1452,1887,,,,,,,2024-07-26,2024-08-26,,0,309,,,,,,,,,,,,,,,,,,,,,,,
24101-n,185306E99C,4,,LODS,310,10021,,,"22""",150000,T9905,10,21,25,18.2,1903,2498,,,,,,,2024-07-23,2024-08-30,,0,310,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11CA3A8C7E,4,,LODS,311,11021,,,"22""",150000,CLERK,11,21,64,16.8,669,893,,,,,,,2024-07-22,2024-09-02,,0,311,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A4C47E754,4,,LODS,312,12021,,,"22""",150000,Red Dawn,12,21,59,18,387,509,,,,,,,2024-07-18,2024-08-21,,0,312,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1362E33B9E,4,,LODS,313,13021,,,"22""",150000,Apex,13,21,36,19.3,1403,1817,,,,,,,2024-07-22,2024-08-31,,0,313,,,,,,,,,,,,,,,,,,,,,,,
24101-n,179B0EBA68,4,,LODS,314,14021,,,"22""",150000,ETNA,14,21,69,18,283,372,,,,,,,2024-07-18,2024-08-20,,0,314,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CADF115D8,4,,LODS,315,15021,,,"22""",150000,Windbreaker,15,21,,,,,,,,,,,2024-07-20,2024-08-30,,0,315,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C5C0EAFE4,4,,LODS,316,15022,,,"30""",150000,Ronnies red,15,22,66,20,602,773,,,,,,,2024-07-25,,,0,316,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13928AF387,4,,LODS,317,14022,,,"30""",150000,Redhawk,14,22,56,21,433,549,,,,,,,2024-07-19,2024-08-23,,0,317,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FFCF5480D,4,,LODS,318,13022,,,"30""",150000,Cayenne,13,22,40,18.7,1319,1721,,,,,,,2024-07-22,2024-08-28,,0,318,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CEC5C1AED,4,,LODS,319,12022,,,"30""",150000,Red Dawn,12,22,67,20.6,399,508,,,,,,,2024-07-18,2024-08-21,,0,319,,,,,,,,,,,,,,,,,,,,,,,
24101-n,172226D42A,4,,LODS,320,11022,,,"30""",150000,Windbreaker,11,22,44,18.6,1507,1968,,,,,,,2024-07-20,2024-08-23,,0,320,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BD891F8B8,4,,LODS,321,10022,,,"30""",150000,Nautica,10,22,27,18.9,1809,2354,,,,,,,2024-07-23,2024-08-29,,0,321,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1633AA4AFF,4,,LODS,322,9022,,,"30""",150000,Eclipse,9,22,40,18,1761,2317,,,,,,,2024-07-23,2024-08-26,,0,322,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13923433FD,4,,LODS,323,8022,,,"30""",150000,ETNA,8,22,49,20.7,398,506,,,,,,,2024-07-18,2024-08-21,,0,323,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10A9092A76,4,,LODS,324,7022,,,"30""",150000,CLERK,7,22,67,20,827,1062,,,,,,,2024-07-20,,,0,324,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1559A17693,4,,LODS,325,6022,,,"30""",150000,Apex,6,22,28,18.9,1843,2398,,,,,,,2024-07-21,2024-09-01,,0,325,,,,,,,,,,,,,,,,,,,,,,,
24101-n,197D5DC9C4,4,,LODS,326,5022,,,"30""",150000,Zorro,5,22,24,19.3,1872,2424,,,,,,,2024-07-25,2024-08-24,,0,326,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19E2CC8138,4,,LODS,327,4022,,,"30""",150000,Merlot,4,22,44,18.3,1108,1453,,,,,,,2024-07-20,2024-08-30,,0,327,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1ED9D8003A,4,,LODS,328,3022,,,"30""",150000,Red Rover,3,22,,,,,,,,,,,2024-07-19,2024-08-23,,0,328,,,,,,,,,,,,,,,,,,,,,,,
24101-n,171E125DCE,4,,LODS,329,2022,,,"30""",150000,T9905,2,22,28,19.2,602,781,,,,,,,2024-07-22,2024-08-30,,0,329,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1079181E59,4,,LODS,330,1022,,,"30""",150000,black bear,1,22,,,,,,,,,,,2024-07-21,2024-08-28,,0,330,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18D12A1076,4,,LODS,331,1023,,,"30""",100000,Redhawk,1,23,51,20,69,89,,,,,,,2024-07-17,2024-08-21,,0,331,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B2DDA698C,4,,LODS,332,2023,,,"30""",100000,Ronnies red,2,23,,,,,,,,,,,2024-07-25,2024-08-31,,0,332,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15B3A956D5,4,,LODS,333,3023,,,"30""",100000,Merlot,3,23,44,19.9,507,652,,,,,,,2024-07-25,2024-08-28,,0,333,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EF86E95D8,4,,LODS,334,4023,,,"30""",100000,Eclipse,4,23,,,,,,,,,,,2024-07-20,2024-08-26,,0,334,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BF4944431,4,,LODS,335,5023,,,"30""",100000,Apex,5,23,31,24.1,1489,1813,,,,,,,2024-07-24,,,0,335,,,,,,,,,,,,,,,,,,,,,,,
24101-n,113367E42B,4,,LODS,336,6023,,,"30""",100000,CLERK,6,23,64,25.4,419,502,,,,,,,2024-07-24,,,0,336,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14D541DADE,4,,LODS,337,7023,,,"30""",100000,ETNA,7,23,57,23.6,681,835,,,,,,,2024-07-18,2024-08-26,,0,337,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18448CDB9F,4,,LODS,338,8023,,,"30""",100000,Cayenne,8,23,,,,,,,,,,,2024-07-21,2024-08-30,,0,338,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DE4E0341F,4,,LODS,339,9023,,,"30""",100000,Zorro,9,23,26,24.3,1653,2008,,,,,,,2024-07-24,2024-08-28,,0,339,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E095762D9,4,,LODS,340,10023,,,"30""",100000,Red Rover,10,23,66,19.4,411,532,,,,,,,2024-07-18,2024-08-24,,0,340,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E6C09B8E8,4,,LODS,341,11023,,,"30""",100000,Nautica,11,23,46,21.4,1311,1653,,,,,,,2024-07-23,2024-08-30,,0,341,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CF5B62A28,4,,LODS,342,12023,,,"30""",100000,black bear,12,23,66,25.3,1503,1802,,,,,,,2024-07-24,2024-08-28,,0,342,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1053FECB2B,4,,LODS,343,13023,,,"30""",100000,Red Dawn,13,23,65,24.7,214,259,,,,,,,2024-07-17,2024-08-23,,0,343,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A14590FE2,4,,LODS,344,14023,,,"30""",100000,T9905,14,23,,,,,,,,,,,2024-07-23,2024-08-30,,0,344,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14A75B7E58,4,,LODS,345,15023,,,"30""",100000,Windbreaker,15,23,53,21.3,934,1179,,,,,,,2024-07-21,2024-08-23,,0,345,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17BE1EC0F9,4,,LODS,346,15024,,,"30""",75000,black bear,15,24,27,26.2,1565,1853,,,,,,,2024-07-22,2024-08-30,,0,346,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13D39C81EF,4,,LODS,347,14024,,,"30""",75000,Nautica,14,24,,,,,,,,,,,2024-07-24,2024-08-30,,0,347,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F7EC2169B,4,,LODS,348,13024,,,"30""",75000,Windbreaker,13,24,59,23.3,1504,1851,,,,,,,2024-07-21,2024-08-26,,0,348,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AB9478878,4,,LODS,349,12024,,,"30""",75000,ETNA,12,24,55,22.2,501,625,,,,,,,2024-07-20,2024-08-24,,0,349,,,,,,,,,,,,,,,,,,,,,,,
24101-n,199C9D9E7A,4,,LODS,350,11024,,,"30""",75000,Zorro,11,24,30,25.6,1272,1519,,,,,,,2024-07-21,2024-09-01,,0,350,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F6D482069,4,,LODS,351,10024,,,"30""",75000,Merlot,10,24,55,23,1094,1352,,,,,,,2024-07-24,2024-09-02,,0,351,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F138CBA43,4,,LODS,352,9024,,,"30""",75000,T9905,9,24,29,23.3,1460,1797,,,,,,,2024-07-27,2024-08-31,,0,352,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18A3E17633,4,,LODS,353,8024,,,"30""",75000,Apex,8,24,30,25.2,1433,1720,,,,,,,2024-07-23,2024-09-03,,0,353,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C94E545BB,4,,LODS,354,7024,,,"30""",75000,Cayenne,7,24,43,20.5,1832,2337,,,,,,,2024-07-19,2024-09-01,,0,354,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17F9F65A41,4,,LODS,355,6024,,,"30""",75000,Redhawk,6,24,62,24,362,441,,,,,,,2024-07-16,2024-08-25,,0,355,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E5355C25E,4,,LODS,356,5024,,,"30""",75000,Red Dawn,5,24,58.4,20,57,73,,,,,,,2024-07-20,2024-08-19,,0,356,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19A34A75F4,4,,LODS,357,4024,,,"30""",75000,CLERK,4,24,,,,,,,,,,,2024-07-21,2024-08-30,,0,357,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AC1A4B836,4,,LODS,358,3024,,,"30""",75000,Red Rover,3,24,,,,,,,,,,,2024-07-19,2024-08-19,,0,358,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DE0FDE558,4,,LODS,359,2024,,,"30""",75000,Eclipse,2,24,0,21.4,224,283,,,,,,,2024-07-28,2024-08-22,,0,359,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EB3699B63,4,,LODS,360,1024,,,"30""",75000,Ronnies red,1,24,,,,,,,,,,,2024-07-26,,,0,360,,,,,,,,,,,,,,,,,,,,,,,
