Experiment Name,BARCODE_128,BLOC,Org Name,Locn,Plot,Description1,SPACING,DENSITY,VARIETY,Treatment,Mason Plot #,qGIS plot number,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,HAsum,HAmean,HAmean2row,AdjustedYield2row,spatialcv,Weighted Adjustment(0.5),WeightedYield,AlgoYieldSiE,AlgoYieldSi,AlgoYieldN,AlgoYield,Comments,Check,Planter,Planting Date,Plot Area,Actual Plants per ha,Stand %,Total weight,Plot size,Pallet,BOX,Row Spacing,Density  (plants/a),Plot Length,Existing Barcode,Seed Mass,Dry Weight,Name 2,Plants Selected,Population,Population Selections,Seed #,Org Name 2,Male parent,Female parent,F2 reps
24101-n,18B0FF5910,3,,LODS,267,,"30""",75000,Red Dawn,54,418,4018,4,18,61,20.3,636,813,2024-07-19,2024-08-19,148587,0.97753319,0.992395137,819.2301328,,0.988766595,822.2365158,813,,,,,0,267,,,,,,,,,,,,,,,,,,,,,,,
24101-n,119160E3DE,4,,LODS,274,,"22""",75000,Nautica,8,419,4019,4,19,41,18.4,1685,2206,2024-07-25,2024-08-30,117431,0.845397676,0.937037037,2354.229249,,0.886293809,2489.016598,2354.229249,,,,,0,274,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1716A0EA9B,4,,LODS,297,,"22""",100000,Redhawk,26,420,4020,4,20,48,20,305,.,2024-07-18,2024-08-20,125273,0.980392157,1,.,,0.912079526,429.7870842,.,,,,,0,297,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19B22E8E3A,4,,LODS,304,,"22""",150000,black bear,32,421,4021,4,21,40,17.3,1875,2488,2024-07-23,2024-08-29,127438,0.969615728,1,2488,,0.919203948,2706.689856,2488,,,,,0,304,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19E2CC8138,4,,LODS,327,,"30""",150000,Merlot,82,422,4022,4,22,44,18.3,1108,1453,2024-07-20,2024-08-30,128282,0.843954974,0.856857147,1695.731903,,0.921977487,1575.96039,1695.731903,,,,,0,327,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EF86E95D8,4,,LODS,334,,"30""",100000,Eclipse,65,423,4023,4,23,,,,.,2024-07-20,2024-08-26,113124,0.744241738,0.998092105,.,,,,,,,,,0,334,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19A34A75F4,4,,LODS,357,,"30""",75000,CLERK,49,424,4024,4,24,,,,.,2024-07-21,2024-08-30,151574,0.997197368,0.996684167,.,,,,,,,,,0,357,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A09581714,1,,LODS,5,,"30""",100000,Eclipse,65,501,5001,5,1,26,19.4,1534,1984,2024-07-23,2024-08-26,151698,0.998013158,0.999986842,1984.026106,,0.999006579,1985.972907,1984,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BF894EAAD,1,,LODS,26,,"30""",150000,Nautica,83,502,5002,5,2,48,18.9,1705,2219,2024-07-22,2024-08-28,149375,0.982723798,0.997486842,2224.590748,,0.991361899,2238.334963,2219,,,,,0,26,,,,,,,,,,,,,,,,,,,,,,,
24101-n,142BD536E6,1,,LODS,35,,"30""",75000,Ronnies red,57,503,5003,5,3,70,22,693,867,2024-07-22,,144507,0.950691438,0.994513086,871.7834008,,0.975345719,888.9155744,867,,,,,0,35,,,,,,,,,,,,,,,,,,,,,,,
24101-n,178A7FCC1B,1,,LODS,56,,"22""",150000,Ronnies red,42,504,5004,5,4,70,19.6,766,988,2024-07-21,2024-09-02,125912,0.889186774,0.992592593,995.3731343,,0.914181486,1080.748206,988,,,,,0,56,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12BC26828A,1,,LODS,65,,"22""",75000,ETNA,6,505,5005,5,5,72,18.9,740,963,2024-07-17,2024-08-20,118856,0.878354204,0.970425139,992.3485714,,0.890971112,1080.843124,963,,,,,0,65,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C4B0E1D45,1,,LODS,86,,"22""",100000,Merlot,22,506,5006,5,6,47,20.5,955,1218,2024-07-24,,94032,0.656529517,0.764814815,1592.542373,,0.80931579,1504.974963,1592.542373,,,,,0,86,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F0AE1958B,2,,LODS,95,,"22""",75000,Red Dawn,9,507,5007,5,7,65,19.9,378,486,2024-07-15,2024-08-18,115916,0.78342246,0.962962963,504.6923077,,0.88130514,551.4548571,504.6923077,,,,,0,95,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B69F7C04C,2,,LODS,116,,"22""",150000,CLERK,34,508,5008,5,8,70,22.8,873,1081,2024-07-25,,110257,0.857908847,1,1081,,0.8626875,1253.060929,1081,,,,,0,116,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15EEF1DD70,2,,LODS,125,,"22""",100000,Redhawk,26,509,5009,5,9,60,20.8,672,854,2024-07-19,2024-08-19,130871,0.925760286,0.998141264,855.5903166,,0.930493879,917.7921744,854,,,,,0,125,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1938526BD4,2,,LODS,146,,"30""",100000,Red Dawn,69,510,5010,5,10,62,20.5,538,686,2024-07-16,2024-08-19,151811,0.998750008,0.999894738,686.0722172,,0.999375004,686.4290154,686,,,,,0,146,,,,,,,,,,,,,,,,,,,,,,,
24101-n,152CB970AB,2,,LODS,155,,"30""",75000,black bear,47,511,5011,5,11,37,19.7,1726,2224,2024-07-23,2024-09-01,151265,0.995184115,0.991894524,2242.173888,,0.997592058,2229.36819,2224,,,,,0,155,,,,,,,,,,,,,,,,,,,,,,,
24101-n,103F624B8D,2,,LODS,176,,"30""",150000,Redhawk,86,512,5012,5,12,58,20,867,1113,2024-07-18,2024-08-21,148921,0.979743421,0.990368294,1123.824345,,0.989871711,1124.388128,1113,,,,,0,176,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1319C119F5,3,,LODS,185,,"22""",150000,Red Dawn,39,513,5013,5,13,62,18.1,441,580,2024-07-17,2024-08-20,126287,0.96969697,1,580,,0.915412297,633.5942852,580,,,,,0,185,,,,,,,,,,,,,,,,,,,,,,,
24101-n,131B9648B9,3,,LODS,206,,"22""",75000,Redhawk,11,514,5014,5,14,60,19,482,626,2024-07-15,2024-08-21,89469,0.693131133,0.856877323,730.5596529,,0.794305921,788.1094468,730.5596529,,,,,0,206,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1758056A3A,3,,LODS,215,,"22""",100000,Zorro,30,515,5015,5,15,26,19,1395,1813,2024-07-24,2024-08-30,111164,0.845397676,0.88909427,2039.153846,,0.865675864,2094.317371,2039.153846,,,,,0,215,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14812201FE,3,,LODS,236,,"30""",100000,Nautica,68,516,5016,5,16,,,,.,2024-07-24,2024-08-30,140570,0.924802632,0.98498704,.,,,,,,,,,0,236,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B5F6CAFAA,3,,LODS,245,,"30""",150000,Eclipse,80,517,5017,5,17,48,17.9,1973,2599,2024-07-21,2024-08-23,151532,0.996907935,0.999763161,2599.61569,,0.998453968,2603.02436,2599,,,,,0,245,,,,,,,,,,,,,,,,,,,,,,,
24101-n,172F6E3B6E,3,,LODS,266,,"30""",75000,Zorro,60,518,5018,5,18,27,18.6,1694,2213,2024-07-21,2024-08-26,127655,0.839841052,0.939198168,2356.265242,,0.919920526,2405.642594,2356.265242,,,,,0,266,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FD697FBFD,4,,LODS,275,,"22""",75000,ETNA,6,519,5019,5,19,59,18.8,592,771,2024-07-18,2024-08-20,119543,0.901785714,0.948051948,813.2465753,,0.89323614,863.1536118,771,,,,,0,275,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10367737DA,4,,LODS,296,,"22""",100000,black bear,17,520,5020,5,20,26,18,1756,2311,2024-07-25,2024-08-31,125535,0.936436885,0.957249071,2414.209709,,0.912941362,2531.378352,2311,,,,,0,296,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B4AF1198F,4,,LODS,305,,"22""",150000,Merlot,37,521,5021,5,21,40,18.4,1332,1744,2024-07-26,2024-08-31,123300,0.848619768,0.916666667,1902.545455,,0.905589437,1925.817516,1902.545455,,,,,0,305,,,,,,,,,,,,,,,,,,,,,,,
24101-n,197D5DC9C4,4,,LODS,326,,"30""",150000,Zorro,90,522,5022,5,22,24,19.3,1872,2424,2024-07-25,2024-08-24,146106,0.961236332,0.988223684,2452.88596,,0.980618166,2471.910152,2424,,,,,0,326,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BF4944431,4,,LODS,335,,"30""",100000,Apex,61,523,5023,5,23,31,24.1,1489,1813,2024-07-24,,151202,0.99475,0.993249911,1825.321079,,0.997375,1817.771651,1813,,,,,0,335,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E5355C25E,4,,LODS,356,,"30""",75000,Red Dawn,54,524,5024,5,24,58.4,20,57,.,2024-07-20,2024-08-19,150103,0.98751324,0.999421053,.,,0.99375662,73.45863014,.,,,,,0,356,,,,,,,,,,,,,,,,,,,,,,,
24101-n,178E433348,1,,LODS,6,,"30""",100000,Apex,61,601,6001,6,1,52,25.6,1417,1692,2024-07-20,2024-09-01,129965,0.855021644,0.757661083,2233.188476,,0.927510822,1824.237475,1692,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1ED16701A9,1,,LODS,25,,"30""",150000,Eclipse,80,602,6002,6,2,27,19.4,2351,3041,2024-07-20,2024-08-27,151962,0.999763155,0.999986842,3041.040014,,0.999881578,3041.360165,3041,,,,,0,25,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DBB1A7FEC,1,,LODS,36,,"30""",75000,ETNA,51,603,6003,6,3,58,23,828,1023,2024-07-19,2024-08-21,144415,0.950098684,0.986671053,1036.819715,,0.975049342,1049.177673,1023,,,,,0,36,,,,,,,,,,,,,,,,,,,,,,,
24101-n,137A27CF22,1,,LODS,55,,"22""",150000,T9905,43,604,6004,6,4,25,18.3,1828,2396,2024-07-22,2024-08-30,120972,0.87745975,0.979553903,2446.011385,,0.897931593,2668.354717,2396,,,,,0,55,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14A4CA0F78,1,,LODS,66,,"22""",75000,Zorro,15,605,6005,6,5,28,21.2,1688,2134,2024-07-21,2024-08-30,113011,0.789661319,0.905730129,2356.110204,,0.871751602,2447.945028,2356.110204,,,,,0,66,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F28AAC832,1,,LODS,85,,"22""",100000,Red Rover,25,606,6006,6,6,61,18.6,827,1080,2024-07-18,2024-08-21,119735,0.938282648,0.994454713,1086.022305,,0.893862541,1208.239468,1080,,,,,0,85,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A8E6CC8D8,2,,LODS,96,,"22""",75000,T9905,13,607,6007,6,7,27,18.1,1526,2005,2024-07-24,2024-08-31,88994,0.573214286,0.690740741,2902.680965,,0.792741495,2529.197743,2005,,,,,0,96,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E8608BDB2,2,,LODS,115,,"22""",150000,T9905,43,608,6008,6,8,25,19.7,2088,2690,2024-07-24,2024-08-30,103567,0.798214286,0.977736549,2751.252372,,0.840680921,3199.78714,2751.252372,,,,,0,115,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B62F0EA7F,2,,LODS,126,,"22""",100000,ETNA,21,609,6009,6,9,53,19.7,845,1089,2024-07-19,2024-08-21,120335,0.87867975,0.990757856,1099.158582,,0.895844025,1215.613399,1089,,,,,0,126,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1875D9E138,2,,LODS,145,,"30""",100000,Cayenne,63,610,6010,6,10,37,20.2,2044,2617,2024-07-24,2024-08-28,145550,0.957565789,0.990671175,2641.643428,,0.978782895,2673.728786,2617,,,,,0,145,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18E872AECC,2,,LODS,156,,"30""",75000,Merlot,52,611,6011,6,11,42,20.5,1282,1635,2024-07-25,2024-09-01,133093,0.875600321,0.876552632,1865.261641,,0.937800161,1743.4418,1635,,,,,0,156,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16EDD0D6A7,2,,LODS,175,,"30""",150000,Red Dawn,84,612,6012,6,12,64,19.7,766,987,2024-07-16,2024-08-20,151523,0.996861842,0.999723681,987.2728027,,0.998430921,988.5511148,987,,,,,0,175,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13915D621D,3,,LODS,186,,"22""",150000,Redhawk,41,613,6013,6,13,56,20.3,580,742,2024-07-17,2024-08-20,123286,0.895535714,0.953617811,778.0894942,,0.905551389,819.3902732,742,,,,,0,186,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1657F218F5,3,,LODS,205,,"22""",75000,Zorro,15,614,6014,6,14,26,20,1588,2039,2024-07-21,2024-08-30,119337,0.90625,0.96857671,2105.150763,,0.892553339,2284.457311,2039,,,,,0,205,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14CA912D81,3,,LODS,216,,"22""",100000,Apex,16,615,6015,6,15,29,20.9,1315,1669,2024-07-21,2024-09-02,83791,0.511607143,0.577777778,2888.653846,,0.775626476,2151.808959,1669,,,,,0,216,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19E336647B,3,,LODS,235,,"30""",100000,ETNA,66,616,6016,6,16,58,17.7,980,1294,2024-07-18,2024-08-21,148769,0.978736982,0.999763158,1294.306546,,0.989368491,1307.905004,1294,,,,,0,235,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16CA55D478,3,,LODS,246,,"30""",150000,black bear,77,617,6017,6,17,24,17.9,2120,2793,2024-07-23,2024-08-30,151753,0.998388137,0.999552632,2794.250059,,0.999194069,2795.252782,2793,,,,,0,246,,,,,,,,,,,,,,,,,,,,,,,
24101-n,178080C6F1,3,,LODS,265,,"30""",75000,Cayenne,48,618,6018,6,18,41,17.8,2207,2911,2024-07-24,2024-08-30,141755,0.932598684,0.99575,2923.424554,,0.966299342,3012.524042,2911,,,,,0,265,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C77D7A0FB,4,,LODS,276,,"22""",75000,Merlot,7,619,6019,6,19,0,17.6,1003,1326,2024-07-25,2024-09-01,107330,0.710338681,0.772643253,1716.186603,,0.853056888,1554.409816,1716.186603,,,,,0,276,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D1279BF3A,4,,LODS,295,,"22""",100000,Red Dawn,24,620,6020,6,20,67,20.6,479,610,2024-07-16,2024-08-19,124466,0.966905188,0.979667283,622.6603774,,0.909430325,670.7495706,610,,,,,0,295,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1268400927,4,,LODS,306,,"22""",150000,Redhawk,41,621,6021,6,21,,,,,2024-07-17,2024-08-21,123395,0.885129118,0.85528757,.,,,,,,,,,0,306,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1559A17693,4,,LODS,325,,"30""",150000,Apex,76,622,6022,6,22,28,18.9,1843,2398,2024-07-21,2024-09-01,149638,0.984460526,0.986776142,2430.135771,,0.992230263,2416.777727,2398,,,,,0,325,,,,,,,,,,,,,,,,,,,,,,,
24101-n,113367E42B,4,,LODS,336,,"30""",100000,CLERK,64,623,6023,6,23,64,25.4,419,.,2024-07-24,,151433,0.996263182,0.994302632,#VALUE!,,0.998131591,502.9396971,.,,,,,0,336,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17F9F65A41,4,,LODS,355,,"30""",75000,Redhawk,56,624,6024,6,24,62,24,362,.,2024-07-16,2024-08-25,131093,0.862465296,0.930091185,#VALUE!,,0.931232648,473.5658709,.,,,,,0,355,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1647132305,1,,LODS,7,,"30""",100000,Redhawk,71,701,7001,7,1,-9,-9,-9,,2024-07-17,2024-08-21,141596,0.931540374,0.983026092,.,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,
24101-n,135525D516,1,,LODS,24,,"30""",150000,T9905,88,702,7002,7,2,27,20,2001,2569,2024-07-24,2024-08-30,123769,0.814269737,0.909604074,2824.305733,,0.907134869,2831.993444,2824.305733,,,,,0,24,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CB9084CD5,1,,LODS,37,,"30""",75000,Red Dawn,54,703,7003,7,3,65,20.6,553,705,2024-07-16,2024-08-20,148085,0.974243421,0.993552632,709.5748907,,0.987121711,714.197644,705,,,,,0,37,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1617DE1AAA,1,,LODS,54,,"22""",150000,Red Dawn,39,704,7004,7,4,64,20.7,550,700,2024-07-18,2024-08-20,121350,0.833631485,0.911439114,768.0161943,,0.899175006,778.4913901,768.0161943,,,,,0,54,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1ABB092894,1,,LODS,67,,"22""",75000,T9905,13,705,7005,7,5,27,21.3,1322,1669,2024-07-25,2024-08-31,118049,0.770944742,0.819188192,2037.382883,,0.88831397,1878.840204,2037.382883,,,,,0,67,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13F7E6DCBF,1,,LODS,84,,"22""",100000,black bear,17,706,7006,7,6,29,20.3,1943,2485,2024-07-25,2024-09-01,121688,0.954423592,0.964814815,2575.6238,,0.90028684,2760.231395,2485,,,,,0,84,,,,,,,,,,,,,,,,,,,,,,,
24101-n,179874C9E2,2,,LODS,97,,"22""",75000,Windbreaker,14,707,7007,7,7,53,19.4,1575,2037,2024-07-21,2024-08-28,104167,0.743315508,0.935304991,2177.899209,,0.842661369,2417.341148,2177.899209,,,,,0,97,,,,,,,,,,,,,,,,,,,,,,,
24101-n,131622A06A,2,,LODS,114,,"22""",150000,Eclipse,35,708,7008,7,8,61,17.4,1594,2113,2024-07-21,2024-08-26,112700,0.886404293,1,2113,,0.870721246,2426.723835,2113,,,,,0,114,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10F0B9FC46,2,,LODS,127,,"22""",100000,Cayenne,18,709,7009,7,9,39,20.1,2126,2726,2024-07-24,2024-08-30,126035,0.913392857,1,2726,,0.914586088,2980.583278,2726,,,,,0,127,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12865E420B,2,,LODS,144,,"30""",100000,Windbreaker,74,710,7010,7,10,41,19.1,1573,2042,2024-07-21,2024-08-24,151444,0.99633555,0.982078476,2079.263573,,0.998167775,2045.748271,2042,,,,,0,144,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13ED8B4B49,2,,LODS,157,,"30""",75000,Eclipse,50,711,7011,7,11,26,19.6,1818,2345,2024-07-22,2024-08-28,151627,0.997565741,0.998447389,2348.646535,,0.998782871,2347.857647,2345,,,,,0,157,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F1317254C,2,,LODS,174,,"30""",150000,black bear,77,712,7012,7,12,27,18.5,2396,3133,2024-07-25,2024-09-01,151792,0.998625009,1,3133,,0.999312505,3135.155405,3133,,,,,0,174,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EB43CFF67,3,,LODS,187,,"22""",150000,CLERK,34,713,7013,7,13,68,19.5,931,1203,2024-07-24,,126132,0.949197861,0.996303142,1207.463822,,0.914902436,1314.894303,1203,,,,,0,187,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16A2B8AB04,3,,LODS,204,,"22""",75000,T9905,13,714,7014,7,14,26,18.3,1310,1717,2024-07-26,2024-08-31,105086,0.700892857,0.838289963,2048.217295,,0.845679906,2030.319022,2048.217295,,,,,0,204,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D5B0E31A0,3,,LODS,217,,"22""",100000,T9905,28,715,7015,7,15,23,19.2,1592,2064,2024-07-24,,97257,0.66427932,0.775510204,2661.473684,,0.819926447,2517.298969,2661.473684,,,,,0,217,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19C0B13B77,3,,LODS,234,,"30""",100000,CLERK,64,716,7016,7,16,75,21.2,895,1132,2024-07-20,,151812,0.998756587,0.995999947,1136.546245,,0.999378294,1132.70421,1132,,,,,0,234,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1743EE89CD,3,,LODS,247,,"30""",150000,Merlot,82,717,7017,7,17,41,17.7,1483,1958,2024-07-23,2024-09-01,147383,0.969625,0.976092105,2005.958238,,0.9848125,1988.195723,1958,,,,,0,247,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C399A622E,3,,LODS,264,,"30""",75000,Red Rover,55,718,7018,7,18,58,18.9,527,686,2024-07-17,2024-08-21,112910,0.742828947,0.892644737,768.5028228,,0.871414474,787.2258505,768.5028228,,,,,0,264,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1261178526,4,,LODS,277,,"22""",75000,Redhawk,11,719,7019,7,19,,,,,2024-07-16,2024-08-21,123278,0.941018767,0.990740741,.,,,,,,,,,0,277,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1760FF63F5,4,,LODS,294,,"22""",100000,Nautica,23,720,7020,7,20,31,17.7,1480,1954,2024-07-25,2024-08-30,122306,0.914132379,0.916512059,2131.995951,,0.902319722,2165.529527,1954,,,,,0,294,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D4E689309,4,,LODS,307,,"22""",150000,Cayenne,33,721,7021,7,21,40,18.3,2280,2989,2024-07-23,2024-08-28,130952,0.954504906,0.996309963,3000.07037,,0.930763158,3211.343266,2989,,,,,0,307,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10A9092A76,4,,LODS,324,,"30""",150000,CLERK,79,722,7022,7,22,67,20,827,1062,2024-07-20,,151937,0.999598679,0.998302632,1063.80567,,0.99979934,1062.213144,1062,,,,,0,324,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14D541DADE,4,,LODS,337,,"30""",100000,ETNA,66,723,7023,7,23,57,23.6,681,835,2024-07-18,2024-08-26,147817,0.972467468,1,835,,0.986233734,846.6552818,835,,,,,0,337,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C94E545BB,4,,LODS,354,,"30""",75000,Cayenne,48,724,7024,7,24,43,20.5,1832,2337,2024-07-19,2024-09-01,146315,0.962598684,0.97181616,2404.775816,,0.981299342,2381.536296,2337,,,,,0,354,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A2F8E059F,1,,LODS,8,,"30""",100000,ETNA,66,801,8001,8,1,41,18.2,851,1117,2024-07-16,2024-08-19,146571,0.964282895,0.982105028,1137.352899,,0.982141448,1137.310723,1117,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13D7345BF6,1,,LODS,23,,"30""",150000,black bear,77,802,8002,8,2,60,19,1885,2450,2024-07-23,2024-08-29,151632,0.997578947,0.998723684,2453.13097,,0.998789474,2452.969384,2450,,,,,0,23,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13519E0F5D,1,,LODS,38,,"30""",75000,CLERK,49,803,8003,8,3,67,23,722,892,2024-07-23,,142067,0.934657465,0.997394737,894.3299649,,0.967328733,922.1270598,892,,,,,0,38,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B93418F81,1,,LODS,53,,"22""",150000,Red Rover,40,804,8004,8,4,57,18.9,764,994,2024-07-17,2024-08-22,129000,0.989285714,0.987108656,1006.981343,,0.924339314,1075.362678,994,,,,,0,53,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18699C80DE,1,,LODS,68,,"22""",75000,Cayenne,3,805,8005,8,5,41,19.7,1511,1947,2024-07-23,2024-08-30,76037,0.515205725,0.537174721,3624.519031,,0.750120065,2595.584482,1947,,,,,0,68,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AFB396F00,1,,LODS,83,,"22""",100000,Apex,16,806,8006,8,6,28,22.7,1549,1921,2024-07-24,2024-08-31,113134,0.873994638,0.983302412,1953.620755,,0.872156213,2202.587074,1921,,,,,0,83,,,,,,,,,,,,,,,,,,,,,,,
24101-n,198A5A08B5,2,,LODS,98,,"22""",75000,Nautica,8,807,8007,8,7,28,20,1804,2316,2024-07-25,2024-08-29,112556,0.86631016,0.961254613,2409.351248,,0.870247564,2661.311672,2316,,,,,0,98,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FCB05C378,2,,LODS,113,,"22""",150000,black bear,32,808,8008,8,8,36,19.2,1748,2266,2024-07-22,2024-08-28,115505,0.885612154,1,2266,,0.879950658,2575.14439,2266,,,,,0,113,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A8D9C3D2C,2,,LODS,128,,"22""",100000,Red Rover,25,809,8009,8,9,62,20.6,913,1163,2024-07-17,2024-08-20,134725,0.974084004,0.996303142,1167.315399,,0.943171427,1233.073827,1163,,,,,0,128,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1295EA32E8,2,,LODS,143,,"30""",100000,CLERK,64,810,8010,8,10,63,20.4,1000,1277,2024-07-23,,139923,0.920558165,0.989592105,1290.430667,,0.960279083,1329.82174,1277,,,,,0,143,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12E1D82A3B,2,,LODS,158,,"30""",75000,Ronnies red,57,811,8011,8,11,70,20.8,1183,1503,2024-07-21,,150758,0.991822422,0.998539474,1505.198382,,0.995911211,1509.17068,1503,,,,,0,158,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16F697E982,2,,LODS,173,,"30""",150000,Nautica,83,812,8012,8,12,24,20.5,2112,2694,2024-07-21,2024-08-29,144687,0.951881896,0.999197358,2696.164055,,0.975940948,2760.412918,2694,,,,,0,173,,,,,,,,,,,,,,,,,,,,,,,
