Experiment Name,BARCODE_128,BLOC,Org Name,Locn,Plot,Description1,SPACING,DENSITY,VARIETY,Treatment,Mason Plot #,qGIS plot number,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,HAsum,HAmean,HAmean2row,AdjustedYield2row,spatialcv,Weighted Adjustment(0.5),WeightedYield,AlgoYieldSiE,AlgoYieldSi,AlgoYieldN,AlgoYield,Comments,Check,Planter,Planting Date,Plot Area,Actual Plants per ha,Stand %,Total weight,Plot size,Pallet,BOX,Row Spacing,Density  (plants/a),Plot Length,Existing Barcode,Seed Mass,Dry Weight,Name 2,Plants Selected,Population,Population Selections,Seed #,Org Name 2,Male parent,Female parent,F2 reps
24101-n,1DE6C77E1F,3,,LODS,188,,"22""",150000,Ronnies red,42,813,8013,8,13,67,21.3,824,1041,2024-07-20,2024-09-02,126104,0.913624221,0.996296296,1044.869888,,0.914818519,1137.930616,1041,,,,,0,188,,,,,,,,,,,,,,,,,,,,,,,
24101-n,120F0BA503,3,,LODS,203,,"22""",75000,Red Dawn,9,814,8014,8,14,70,18.2,474,622,2024-07-16,2024-08-19,121053,0.884924175,0.988847584,629.0150376,,0.898203278,692.4935764,622,,,,,0,203,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11D718A042,3,,LODS,218,,"22""",100000,Ronnies red,27,815,8015,8,15,67,19,592,769,2024-07-19,,130536,0.942857143,0.983333333,782.0338983,,0.929389087,827.4252525,769,,,,,0,218,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1070391AA4,3,,LODS,233,,"30""",100000,Red Rover,70,816,8016,8,16,51,21.1,857,1085,2024-07-17,2024-08-21,145338,0.956171053,0.999342105,1085.714286,,0.978085527,1109.309943,1085,,,,,0,233,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14133769EF,3,,LODS,248,,"30""",150000,CLERK,79,817,8017,8,17,94,22.7,980,1216,2024-07-24,,134199,0.882899775,0.999986842,1216.016,,0.941449888,1291.624776,1216,,,,,0,248,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1844C7FCA3,3,,LODS,263,,"30""",75000,T9905,58,818,8018,8,18,48,18.6,1875,2449,2024-07-21,2024-08-30,124603,0.819756579,0.896646097,2731.289423,,0.90987829,2691.568783,2731.289423,,,,,0,263,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1779F829CC,4,,LODS,278,,"22""",75000,Apex,1,819,8019,8,19,27,19.1,1860,2415,2024-07-22,2024-09-01,123954,0.917710197,0.983333333,2455.932203,,0.907738056,2660.459131,2415,,,,,0,278,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17FD8383CA,4,,LODS,293,,"22""",100000,Zorro,30,820,8020,8,20,41,19.1,1350,1752,2024-07-24,2024-08-30,113325,0.866845398,0.962962963,1819.384615,,0.872777153,2007.385269,1752,,,,,0,293,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14D1B023D4,4,,LODS,308,,"22""",150000,Red Rover,40,821,8021,8,21,62,21.7,561,705,2024-07-19,2024-08-23,133785,0.950089127,0.998141264,706.3128492,,0.940090923,749.9274621,705,,,,,0,308,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13923433FD,4,,LODS,323,,"30""",150000,ETNA,81,822,8022,8,22,49,20.7,398,.,2024-07-18,2024-08-21,151058,0.993796093,0.999552626,.,,0.996898047,507.5744724,.,,,,,0,323,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18448CDB9F,4,,LODS,338,,"30""",100000,Cayenne,63,823,8023,8,23,,,,,2024-07-21,2024-08-30,150028,0.987019822,0.999013145,.,,,,,,,,,0,338,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18A3E17633,4,,LODS,353,,"30""",75000,Apex,46,824,8024,8,24,30,25.2,1433,1720,2024-07-23,2024-09-03,132174,0.869565789,0.976578947,1761.250337,,0.934782895,1839.999437,1720,,,,,0,353,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1047A4D661,1,,LODS,9,,"30""",100000,black bear,62,901,9001,9,1,25,19.6,1633,2107,2024-07-26,2024-08-30,151495,0.996671075,0.992920959,2122.021879,,0.998335538,2110.51287,2107,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17D142D80C,1,,LODS,22,,"30""",150000,Apex,76,902,9002,9,2,28,20.3,2220,2839,2024-07-24,2024-08-31,147339,0.969322772,0.997776257,2845.327276,,0.984661386,2883.22467,2839,,,,,0,22,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BAF74E1C8,1,,LODS,39,,"30""",75000,Windbreaker,59,903,9003,9,3,46,19.6,1482,1912,2024-07-21,2024-08-26,144393,0.949978947,0.993171053,1925.146726,,0.974989474,1961.046813,1912,,,,,0,39,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17C35F9EF6,1,,LODS,52,,"22""",150000,CLERK,34,904,9004,9,4,61,20.4,657,839,2024-07-23,,122748,0.951024043,0.998148148,840.5565863,,0.90377366,928.3297772,839,,,,,0,52,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CD6C3DBF6,1,,LODS,69,,"22""",75000,Red Dawn,9,905,9005,9,5,59,19,513,667,2024-07-16,2024-08-21,123728,0.940071556,0.92962963,717.4900398,,0.906997323,735.3935711,667,,,,,0,69,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C3156684C,1,,LODS,82,,"22""",100000,CLERK,19,906,9006,9,6,72,24,432,527,2024-07-25,,124273,0.976827094,1,527,,0.908790074,579.8918973,527,,,,,0,82,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C1CB6CE61,2,,LODS,99,,"22""",75000,Merlot,7,907,9007,9,7,50,18.9,1139,1482,2024-07-23,,101116,0.688729875,0.871985158,1699.570213,,0.832622798,1779.917634,1699.570213,,,,,0,99,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10EDEF24ED,2,,LODS,112,,"22""",150000,Zorro,45,908,9008,9,8,26,20.9,1506,1911,2024-07-24,2024-08-28,109320,0.828724353,1,1911,,0.859605263,2223.113425,1911,,,,,0,112,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D82BAB71D,2,,LODS,129,,"22""",100000,Apex,16,909,9009,9,9,52,18.7,1438,1876,2024-07-26,2024-09-02,124178,0.948214286,0.990723562,1893.565543,,0.908477576,2064.993182,1876,,,,,0,129,,,,,,,,,,,,,,,,,,,,,,,
24101-n,150719918B,2,,LODS,142,,"30""",100000,Merlot,67,910,9010,9,10,0,19.2,1600,2074,2024-07-25,2024-09-02,136658,0.899065789,0.916486842,2262.98939,,0.949532895,2184.23186,2074,,,,,0,142,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1002DC1CCA,2,,LODS,159,,"30""",75000,Zorro,60,911,9011,9,11,38,21.2,1261,1594,2024-07-28,2024-08-30,107376,0.7064257,0.765691202,2081.779175,,0.85321285,1868.232528,2081.779175,,,,,0,159,,,,,,,,,,,,,,,,,,,,,,,
24101-n,101D2D89B4,2,,LODS,172,,"30""",150000,T9905,88,912,9012,9,12,26,20.4,1960,2503,2024-07-24,2024-08-30,141286,0.929507043,0.873972026,2863.936059,,0.964753522,2594.445052,2503,,,,,0,172,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DA96071B5,3,,LODS,189,,"22""",150000,Cayenne,33,913,9013,9,13,40,18.2,2265,2973,2024-07-24,2024-08-29,102950,0.755813953,0.822222222,3615.810811,,0.838651316,3544.977446,3615.810811,,,,,0,189,,,,,,,,,,,,,,,,,,,,,,,
24101-n,185799D1B5,3,,LODS,202,,"22""",75000,black bear,2,914,9014,9,14,25,18.4,1534,2009,2024-07-25,2024-08-30,122084,0.888392857,0.968634686,2074.053333,,0.901594748,2228.273851,2009,,,,,0,202,,,,,,,,,,,,,,,,,,,,,,,
24101-n,12EF83B0EE,3,,LODS,219,,"22""",100000,Eclipse,20,915,9015,9,15,41,18.4,1559,2041,2024-07-19,2024-08-26,126603,0.967914439,0.994454713,2052.381041,,0.916457237,2227.054267,2041,,,,,0,219,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15059F9B51,3,,LODS,232,,"30""",100000,Ronnies red,72,916,9016,9,16,70,20.1,728,933,2024-07-20,2024-09-01,150057,0.98721061,0.995697425,937.0316489,,0.993605305,939.0046483,933,,,,,0,232,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E26CF6FAC,3,,LODS,249,,"30""",150000,Ronnies red,87,917,9017,9,17,66,19.8,984,1266,2024-07-22,,151808,0.998730272,0.998802616,1267.517706,,0.999365136,1266.804248,1266,,,,,0,249,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1621A5E489,3,,LODS,262,,"30""",75000,Windbreaker,59,918,9018,9,18,26,19.6,1247,1609,2024-07-19,2024-08-24,150896,0.992756436,0.996394689,1614.821935,,0.996378218,1614.84863,1609,,,,,0,262,,,,,,,,,,,,,,,,,,,,,,,
24101-n,147179A32B,4,,LODS,279,,"22""",75000,Red Rover,10,919,9019,9,19,69,19.4,368,.,2024-07-17,2024-08-21,123365,0.924865832,0.990740741,.,,0.905800582,525.501981,.,,,,,0,279,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19A4798182,4,,LODS,292,,"22""",100000,Apex,16,920,9020,9,20,,,,,2024-07-26,2024-09-03,113640,0.86631016,0.951851852,.,,,,,,,,,0,292,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1703D43F70,4,,LODS,309,,"22""",150000,Zorro,45,921,9021,9,21,26,19,1452,1887,2024-07-26,2024-08-26,122991,0.895348837,0.951851852,1982.451362,,0.904575658,2086.060998,1887,,,,,0,309,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1633AA4AFF,4,,LODS,322,,"30""",150000,Eclipse,80,922,9022,9,22,40,18,1761,2317,2024-07-23,2024-08-26,151836,0.998934197,0.999907894,2317.21343,,0.999467099,2318.235391,2317,,,,,0,322,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DE4E0341F,4,,LODS,339,,"30""",100000,Zorro,75,923,9023,9,23,26,24.3,1653,2008,2024-07-24,2024-08-28,136781,0.89986908,0.942367663,2130.803167,,0.94993454,2113.829865,2008,,,,,0,339,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F138CBA43,4,,LODS,352,,"30""",75000,T9905,58,924,9024,9,24,29,23.3,1460,1797,2024-07-27,2024-08-31,148936,0.979835659,0.989618558,1815.851154,,0.98991783,1815.302186,1797,,,,,0,352,,,,,,,,,,,,,,,,,,,,,,,
24101-n,161743762B,1,,LODS,10,,"30""",100000,Ronnies red,72,1001,10001,10,1,72,23,590,729,2024-07-24,2024-09-02,149980,0.986710526,0.997710556,730.6728342,,0.993355263,733.8764158,729,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,
24101-n,128FFC5EE2,1,,LODS,21,,"30""",150000,Windbreaker,89,1002,10002,10,2,45,20.2,1444,1849,2024-07-20,2024-08-24,151879,0.999203947,0.998421053,1851.924091,,0.999601974,1849.736244,1849,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1346BCE35D,1,,LODS,40,,"30""",75000,Redhawk,56,1003,10003,10,3,52,20.4,358,457,2024-07-17,2024-08-21,99365,0.653708504,0.927343061,492.8057577,,0.826854252,552.6971639,492.8057577,,,,,0,40,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11AC5EA708,1,,LODS,51,,"22""",150000,Eclipse,35,1004,10004,10,4,45,20,1319,1693,2024-07-23,2024-08-28,86857,0.643112701,0.724584104,2336.512755,,0.785717575,2154.718252,2336.512755,,,,,0,51,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11A3DEAF70,1,,LODS,70,,"22""",75000,Redhawk,11,1005,10005,10,5,56,19.2,507,657,2024-07-17,2024-08-21,122648,0.948260482,0.998144712,658.2211896,,0.903447369,727.2144708,657,,,,,0,70,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C8627CFE0,1,,LODS,81,,"22""",100000,ETNA,21,1006,10006,10,6,56,20.5,823,1050,2024-07-18,2024-08-22,123499,0.972370766,0.990723562,1059.831461,,0.906244038,1158.628312,1050,,,,,0,81,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E7680FFC6,2,,LODS,100,,"22""",75000,black bear,2,1007,10007,10,7,25,19.7,1479,1906,2024-07-25,2024-09-01,106696,0.794459339,0.931734317,2045.647525,,0.850971375,2239.793319,2045.647525,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1147AC00EA,2,,LODS,111,,"22""",150000,Red Rover,40,1008,10008,10,8,63,21.5,830,1045,2024-07-19,2024-08-24,113643,0.86940966,1,1045,,0.873830577,1195.883994,1045,,,,,0,111,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AAFB87CE6,2,,LODS,130,,"22""",100000,Windbreaker,29,1009,10009,10,9,39,20.5,1540,1965,2024-07-20,2024-08-26,117433,0.868983957,0.998151571,1968.638889,,0.886290222,2217.106712,1965,,,,,0,130,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B8410F2B7,2,,LODS,141,,"30""",100000,Ronnies red,72,1010,10010,10,10,82,21.9,956,1198,2024-07-23,,149063,0.980677632,0.999499993,1198.599308,,0.990338816,1209.687009,1198,,,,,0,141,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1996D35627,2,,LODS,160,,"30""",75000,CLERK,49,1011,10011,10,11,63,21.7,851,1069,2024-07-23,,146865,0.966217105,0.995855209,1073.449223,,0.983108553,1087.367206,1069,,,,,0,160,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11F82120E3,2,,LODS,171,,"30""",150000,Zorro,90,1012,10012,10,12,26,18.5,2202,2880,2024-07-24,2024-08-28,149619,0.984335526,0.998473664,2884.402567,,0.992167763,2902.734908,2880,,,,,0,171,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16C060718C,3,,LODS,190,,"22""",150000,black bear,32,1013,10013,10,13,25,20.2,2191,2806,2024-07-23,2024-08-30,133367,0.952636282,1,2806,,0.938707237,2989.217393,2806,,,,,0,190,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14E6BD5F55,3,,LODS,201,,"22""",75000,Merlot,7,1014,10014,10,14,40,19.2,1140,1478,2024-07-24,2024-08-31,122341,0.852415027,0.907407407,1628.816327,,0.902434853,1637.791355,1478,,,,,0,201,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1ACBA97B56,3,,LODS,220,,"22""",100000,Cayenne,18,1015,10015,10,15,41,20.3,1672,2138,2024-07-23,2024-08-30,124700,0.941123996,0.994444444,2149.944134,,0.910205465,2348.920198,2138,,,,,0,220,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B1DAAE457,3,,LODS,231,,"30""",100000,Red Dawn,69,1016,10016,10,16,69,19.2,398,516,2024-07-16,2024-08-21,147552,0.970724069,0.997842077,517.1158964,,0.985362035,523.665396,516,,,,,0,231,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19560BA2F1,3,,LODS,250,,"30""",150000,Redhawk,86,1017,10017,10,17,65,20.5,775,989,2024-07-18,2024-08-26,142072,0.934684211,0.991065907,997.9154696,,0.967342106,1022.389075,989,,,,,0,250,,,,,,,,,,,,,,,,,,,,,,,
24101-n,131D420CA5,3,,LODS,261,,"30""",75000,Redhawk,56,1018,10018,10,18,70,19.7,614,791,2024-07-19,2024-08-30,137680,0.905783515,0.939895528,841.5828959,,0.952891758,830.1047771,791,,,,,0,261,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D1564C77F,4,,LODS,280,,"22""",75000,T9905,13,1019,10019,10,19,29,18.9,1261,1641,2024-07-26,2024-08-30,110099,0.679750223,0.779220779,2105.95,,0.862172529,1903.331347,2105.95,,,,,0,280,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15250B59CE,4,,LODS,291,,"22""",100000,Cayenne,18,1020,10020,10,20,44,19.5,1870,2416,2024-07-24,2024-08-30,107395,0.835860839,0.937037037,2578.339921,,0.853270702,2831.457818,2578.339921,,,,,0,291,,,,,,,,,,,,,,,,,,,,,,,
24101-n,185306E99C,4,,LODS,310,,"22""",150000,T9905,43,1021,10021,10,21,25,18.2,1903,2498,2024-07-23,2024-08-30,124069,0.937444147,0.986988848,2530.93032,,0.908119026,2750.74074,2498,,,,,0,310,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BD891F8B8,4,,LODS,321,,"30""",150000,Nautica,83,1022,10022,10,22,27,18.9,1809,2354,2024-07-23,2024-08-29,144339,0.949598684,0.998578985,2357.34983,,0.974799342,2414.855959,2354,,,,,0,321,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E095762D9,4,,LODS,340,,"30""",100000,Red Rover,70,1023,10023,10,23,66,19.4,411,532,2024-07-18,2024-08-24,151459,0.996453901,0.999815789,532.0980181,,0.998226951,532.9449378,532,,,,,0,340,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F6D482069,4,,LODS,351,,"30""",75000,Merlot,52,1024,10024,10,24,55,23,1094,1352,2024-07-24,2024-09-02,116836,0.768647781,0.806665965,1676.034516,,0.884323891,1528.851606,1676.034516,,,,,0,351,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11FBF792FB,1,,LODS,11,,"30""",100000,T9905,73,1101,11001,11,1,26,21.3,1675,2115,2024-07-26,2024-08-30,149211,0.981651316,0.987973368,2140.745965,,0.990825658,2134.583398,2115,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B9839AAA6,1,,LODS,20,,"30""",150000,CLERK,79,1102,11002,11,2,70,23,963,1190,2024-07-25,2024-09-03,149803,0.985546053,0.999210516,1190.940228,,0.992773027,1198.662704,1190,,,,,0,20,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CDB6474C6,1,,LODS,41,,"30""",75000,Eclipse,50,1103,11003,11,3,25,20.3,1476,1888,2024-07-22,2024-08-28,111814,0.7356281,0.593797287,3179.536252,,0.86781405,2175.581278,3179.536252,,,,,0,41,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D1519F912,1,,LODS,50,,"22""",150000,Windbreaker,44,1104,11004,11,4,42,20.1,1532,1964,2024-07-20,2024-08-24,124995,0.950089127,0.981447124,2001.126654,,0.911162353,2155.488529,1964,,,,,0,50,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15BD90DF5B,1,,LODS,71,,"22""",75000,Ronnies red,12,1105,11005,11,5,73,21,768,974,2024-07-21,2024-09-01,121596,0.920464701,0.935424354,1041.238659,,0.899984211,1082.241209,974,,,,,0,71,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D32470AF7,1,,LODS,80,,"22""",100000,Redhawk,26,1106,11006,11,6,51,19.2,832,1079,2024-07-21,2024-08-22,124411,0.991964286,0.968518519,1114.072658,,0.909254788,1186.68608,1079,,,,,0,80,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1485745121,2,,LODS,101,,"22""",75000,Eclipse,5,1107,11007,11,7,,,,.,2024-07-23,2024-08-28,111606,0.847806625,0.970315399,.,,,,,,,,,0,101,,,,,,,,,,,,,,,,,,,,,,,
24101-n,189A641B49,2,,LODS,110,,"22""",150000,Apex,31,1108,11008,11,8,29,22,1489,1864,2024-07-19,2024-08-30,105965,0.825311943,0.96857671,1924.473282,,0.848569079,2196.639079,1924.473282,,,,,0,110,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D4DC84C27,2,,LODS,131,,"22""",100000,T9905,28,1109,11009,11,9,26,18.7,1194,1558,2024-07-21,2024-08-30,121141,0.819642857,0.814814815,1912.090909,,0.898484889,1734.030277,1912.090909,,,,,0,131,,,,,,,,,,,,,,,,,,,,,,,
24101-n,179DF95BCF,2,,LODS,140,,"30""",100000,Zorro,75,1110,11010,11,10,25,18.4,1570,2056,2024-07-23,2024-08-30,138591,0.911794892,0.994592034,2067.179235,,0.955897446,2150.858346,2056,,,,,0,140,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BEE9EAA14,2,,LODS,161,,"30""",75000,Red Dawn,54,1111,11011,11,11,65,19.5,341,440,2024-07-18,2024-08-21,149108,0.980973684,0.977736842,450.0188405,,0.990486842,444.2259921,440,,,,,0,161,,,,,,,,,,,,,,,,,,,,,,,
24101-n,108FE7B6A8,2,,LODS,170,,"30""",150000,ETNA,81,1112,11012,11,12,53,17.8,815,1075,2024-07-19,2024-08-21,137672,0.905736842,0.994420906,1081.031175,,0.952868421,1128.172554,1075,,,,,0,170,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16CA3B78BF,3,,LODS,191,,"22""",150000,T9905,43,1113,11013,11,13,26,20.8,2309,2934,2024-07-26,2024-08-30,121058,0.913160251,0.946395564,3100.183594,,0.898219725,3266.461333,2934,,,,,0,191,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E5DB73B6E,3,,LODS,200,,"22""",75000,Eclipse,5,1114,11014,11,14,25,20.2,1638,2097,2024-07-24,2024-08-30,116578,0.860589812,0.914814815,2292.267206,,0.883480263,2373.567456,2097,,,,,0,200,,,,,,,,,,,,,,,,,,,,,,,
24101-n,173155525C,3,,LODS,221,,"22""",100000,black bear,17,1115,11015,11,15,26,20.2,1727,2211,2024-07-24,2024-08-31,125703,0.959001783,0.957407407,2309.361702,,0.913496711,2420.369964,2211,,,,,0,221,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1259CDB3C1,3,,LODS,230,,"30""",100000,Zorro,75,1116,11016,11,16,29,20.8,2007,2551,2024-07-26,2024-08-30,135047,0.88846126,0.993157895,2568.574457,,0.94423063,2701.670459,2551,,,,,0,230,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18DA1E9071,3,,LODS,251,,"30""",150000,Cayenne,78,1117,11017,11,17,41,19.1,2508,3256,2024-07-23,2024-08-30,144834,0.952861532,0.992894643,3279.3006,,0.976430766,3334.593822,3256,,,,,0,251,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A88B14122,3,,LODS,260,,"30""",75000,Merlot,52,1118,11018,11,18,41,19,1258,1635,2024-07-24,2024-08-30,105908,0.696763158,0.761342105,2147.523418,,0.848381579,1927.198846,2147.523418,,,,,0,260,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10B9B24050,4,,LODS,281,,"22""",75000,Cayenne,3,1119,11019,11,19,41,19.1,1497,1943,2024-07-23,2024-09-01,111372,0.80411449,0.896678967,2166.884774,,0.866352853,2242.735155,2166.884774,,,,,0,281,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D3EE19DDE,4,,LODS,290,,"22""",100000,Windbreaker,29,1120,11020,11,20,46,18.9,1409,1834,2024-07-20,2024-08-24,120593,0.921638468,0.92962963,1972.828685,,0.89668489,2045.311592,1834,,,,,0,290,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11CA3A8C7E,4,,LODS,311,,"22""",150000,CLERK,34,1121,11021,11,21,64,16.8,669,893,2024-07-22,2024-09-02,127646,0.955317248,0.972324723,918.4174573,,0.919896446,970.7614421,893,,,,,0,311,,,,,,,,,,,,,,,,,,,,,,,
24101-n,172226D42A,4,,LODS,320,,"30""",150000,Windbreaker,89,1122,11022,11,22,44,18.6,1507,1968,2024-07-20,2024-08-23,149603,0.984223788,0.998118471,1971.70983,,0.992111894,1983.64722,1968,,,,,0,320,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E6C09B8E8,4,,LODS,341,,"30""",100000,Nautica,68,1123,11023,11,23,46,21.4,1311,1653,2024-07-23,2024-08-30,146106,0.96121736,0.991999895,1666.330822,,0.98060868,1685.68771,1653,,,,,0,341,,,,,,,,,,,,,,,,,,,,,,,
24101-n,199C9D9E7A,4,,LODS,350,,"30""",75000,Zorro,60,1124,11024,11,24,30,25.6,1272,1519,2024-07-21,2024-09-01,108689,0.715054506,0.864715866,1756.646384,,0.857527253,1771.372274,1756.646384,,,,,0,350,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14D1D74C4F,1,,LODS,12,,"30""",100000,Red Rover,70,1201,12001,12,1,60,20.7,642,817,2024-07-18,2024-08-20,151820,0.998809218,0.999631574,817.3011149,,0.999404609,817.4867242,817,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11EC8AEE89,1,,LODS,19,,"30""",150000,Red Rover,85,1202,12002,12,2,57,21.2,1338,1692,2024-07-19,2024-08-22,150834,0.992342005,0.999960526,1692.066792,,0.996171003,1698.503566,1692,,,,,0,19,,,,,,,,,,,,,,,,,,,,,,,
24101-n,176658E42D,1,,LODS,42,,"30""",75000,Apex,46,1203,12003,12,3,51,19.5,1576,2036,2024-07-20,2024-09-02,141696,0.932210526,0.976526625,2084.940593,,0.966105263,2107.430813,2036,,,,,0,42,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B20C85804,1,,LODS,49,,"22""",150000,Cayenne,33,1204,12004,12,4,39,19.9,1476,1897,2024-07-24,2024-08-30,89482,0.663985702,0.770794824,2461.095923,,0.794346748,2388.125848,2461.095923,,,,,0,49,,,,,,,,,,,,,,,,,,,,,,,
24101-n,196A2A2CFF,1,,LODS,72,,"22""",75000,Eclipse,5,1205,12005,12,5,48,17.7,1216,1606,2024-07-24,2024-08-26,122878,0.942908118,0.918367347,1748.755556,,0.904198629,1776.158411,1606,,,,,0,72,,,,,,,,,,,,,,,,,,,,,,,
24101-n,103B4585F5,1,,LODS,79,,"22""",100000,Ronnies red,27,1206,12006,12,6,66,19.6,642,828,2024-07-22,2024-09-01,125538,0.976785714,0.981447124,843.6521739,,0.912962098,906.9379789,828,,,,,0,79,,,,,,,,,,,,,,,,,,,,,,,
