Experiment Name,BARCODE_128,BLOC,Org Name,Locn,Plot,Description1,SPACING,DENSITY,VARIETY,Treatment,Mason Plot #,qGIS plot number,Plot Range,Plot Column,100 Seed weight,Moisture,Plot Weight,Yield,Flowering Date,Maturity Date,HAsum,HAmean,HAmean2row,AdjustedYield2row,spatialcv,Weighted Adjustment(0.5),WeightedYield,AlgoYieldSiE,AlgoYieldSi,AlgoYieldN,AlgoYield,Comments,Check,Planter,Planting Date,Plot Area,Actual Plants per ha,Stand %,Total weight,Plot size,Pallet,BOX,Row Spacing,Density  (plants/a),Plot Length,Existing Barcode,Seed Mass,Dry Weight,Name 2,Plants Selected,Population,Population Selections,Seed #,Org Name 2,Male parent,Female parent,F2 reps
24101-n,1183CAA820,2,,LODS,102,,"22""",75000,CLERK,4,1207,12007,12,7,66,22.9,588,727,2024-07-21,2024-09-02,113115,0.817290553,0.959334566,757.8169557,,0.872086368,833.6330284,757.8169557,,,,,0,102,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AA89F614D,2,,LODS,109,,"22""",150000,ETNA,36,1208,12008,12,8,52,20,170,218,2024-07-18,2024-08-20,87314,0.583556747,0.556586271,391.6733333,,0.787215216,276.9255417,218,,,,,0,109,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EBA4CDAE3,2,,LODS,132,,"22""",100000,Nautica,23,1209,12009,12,9,24,20.2,1403,1797,2024-07-25,2024-08-31,115600,0.847457627,0.977777778,1837.840909,,0.880263158,2041.434977,1837.840909,,,,,0,132,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C32A3B1D2,2,,LODS,139,,"30""",100000,Redhawk,71,1210,12010,12,10,74,21.2,738,933,2024-07-18,2024-08-23,148267,0.975447207,0.959079486,972.8077952,,0.987723604,944.5962379,933,,,,,0,139,,,,,,,,,,,,,,,,,,,,,,,
24101-n,143255DC9E,2,,LODS,162,,"30""",75000,T9905,58,1211,12011,12,11,22,22.1,1630,2038,2024-07-23,2024-09-01,147584,0.970947368,0.988223374,2062.286779,,0.985473684,2068.041017,2038,,,,,0,162,,,,,,,,,,,,,,,,,,,,,,,
24101-n,191BA5BC4A,2,,LODS,169,,"30""",150000,Red Rover,85,1212,12012,12,12,57,20.4,971,1240,2024-07-16,2024-08-24,151990,0.999927632,0.999394745,1240.750971,,0.999963816,1240.04487,1240,,,,,0,169,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D89C9FD69,3,,LODS,192,,"22""",150000,Nautica,38,1213,12013,12,13,23,18.4,1470,1925,2024-07-23,2024-08-30,116036,0.825156111,0.951762523,2022.563353,,0.88169988,2183.282594,2022.563353,,,,,0,192,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18429729A7,3,,LODS,199,,"22""",75000,CLERK,4,1214,12014,12,14,67,20.6,584,744,2024-07-22,,117241,0.799107143,0.914498141,813.5609756,,0.885661184,840.050364,813.5609756,,,,,0,199,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11EC604BC5,3,,LODS,222,,"22""",100000,ETNA,21,1215,12015,12,15,58,20,676,868,2024-07-19,2024-08-23,126514,0.938282648,0.990774908,876.0819367,,0.916164474,947.4281367,868,,,,,0,222,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14314EC041,3,,LODS,229,,"30""",100000,Windbreaker,74,1216,12016,12,16,43,17.6,1402,1854,2024-07-20,2024-08-24,151711,0.998098684,0.999039448,1855.782575,,0.999049342,1855.764197,1854,,,,,0,229,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1839F24454,3,,LODS,252,,"30""",150000,ETNA,81,1217,12017,12,17,50,17.8,472,623,2024-07-17,2024-08-20,149308,0.982302399,0.994736773,626.2963399,,0.9911512,628.5620199,623,,,,,0,252,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DFD5992AB,3,,LODS,259,,"30""",75000,Ronnies red,57,1218,12018,12,18,71,21.6,714,898,2024-07-21,2024-09-02,148970,0.980059342,0.988763158,908.2053602,,0.990029671,907.0435223,898,,,,,0,259,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11B9586688,4,,LODS,282,,"22""",75000,Zorro,15,1219,12019,12,19,39,19.3,1677,2172,2024-07-21,2024-08-30,124924,0.955357143,0.99257885,2188.239252,,0.910931507,2384.372462,2172,,,,,0,282,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A28CF475A,4,,LODS,289,,"22""",100000,Ronnies red,27,1220,12020,12,20,71,18.5,695,909,2024-07-21,,121064,0.928507596,0.968518519,938.5468451,,0.898234222,1011.985491,909,,,,,0,289,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A4C47E754,4,,LODS,312,,"22""",150000,Red Dawn,39,1221,12021,12,21,59,18,387,.,2024-07-18,2024-08-21,122094,0.912655971,0.955555556,.,,0.901632927,564.5312907,.,,,,,0,312,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CEC5C1AED,4,,LODS,319,,"30""",150000,Red Dawn,84,1222,12022,12,22,67,20.6,399,.,2024-07-18,2024-08-21,151684,0.997907922,0.999526322,.,,0.998953961,508.5319442,.,,,,,0,319,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CF5B62A28,4,,LODS,342,,"30""",100000,black bear,62,1223,12023,12,23,66,25.3,1503,1802,2024-07-24,2024-08-28,150645,0.991079006,0.996407895,1808.496309,,0.995539503,1810.073829,1802,,,,,0,342,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AB9478878,4,,LODS,349,,"30""",75000,ETNA,51,1224,12024,12,24,55,22.2,501,625,2024-07-20,2024-08-24,151269,0.995197337,0.997000039,626.8806171,,0.997598669,626.5044449,625,,,,,0,349,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1913C5BCE2,1,,LODS,13,,"30""",100000,Merlot,67,1301,13001,13,1,40,19.5,1360,1757,2024-07-25,2024-09-01,129422,0.851454925,0.88027474,1995.967758,,0.925727463,1897.966811,1757,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17B74EF533,1,,LODS,18,,"30""",150000,Redhawk,86,1302,13002,13,2,61,21.2,763,965,2024-07-20,2024-08-26,149562,0.983973473,0.989697233,975.0456685,,0.991986737,972.7952648,965,,,,,0,18,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17ADAD86EC,1,,LODS,43,,"30""",75000,Cayenne,48,1303,13003,13,3,39,20.5,2047,2611,2024-07-25,2024-08-30,132852,0.874020566,0.986802979,2645.918239,,0.937010283,2786.522248,2611,,,,,0,43,,,,,,,,,,,,,,,,,,,,,,,
24101-n,196870E465,1,,LODS,48,,"22""",150000,Redhawk,41,1304,13004,13,4,54,20.7,645,821,2024-07-19,2024-08-26,119061,0.872093023,0.935064935,878.0138889,,0.891648027,920.7669121,821,,,,,0,48,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B00F5B1B3,1,,LODS,73,,"22""",75000,CLERK,4,1305,13005,13,5,64,21.6,666,838,2024-07-25,,121315,0.944543828,0.97962963,855.4253308,,0.8990625,932.0820299,838,,,,,0,73,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10EDA2B6DF,1,,LODS,78,,"22""",100000,T9905,28,1306,13006,13,6,54,23.2,1886,2324,2024-07-26,2024-08-31,108032,0.737030411,0.829944547,2800.187082,,0.855370759,2716.950487,2800.187082,,,,,0,78,,,,,,,,,,,,,,,,,,,,,,,
24101-n,151856F93E,2,,LODS,103,,"22""",75000,Ronnies red,12,1307,13007,13,7,76,22,745,932,2024-07-22,,97701,0.650934996,0.730483271,1275.867684,,0.821382754,1134.671985,1275.867684,,,,,0,103,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EBDA28DB6,2,,LODS,108,,"22""",150000,Cayenne,33,1308,13008,13,8,40,18.9,1559,2029,2024-07-24,2024-08-30,111288,0.855357143,0.996296296,2036.542751,,0.866076539,2342.749063,2029,,,,,0,108,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D7CAA682B,2,,LODS,133,,"22""",100000,Zorro,30,1309,13009,13,9,50,18.8,1451,1891,2024-07-23,2024-08-30,108943,0.696779964,0.756957328,2498.159314,,0.858372205,2203.007029,2498.159314,,,,,0,133,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19B80CD0F0,2,,LODS,138,,"30""",100000,Eclipse,65,1310,13010,13,10,27,18.9,2265,2948,2024-07-24,2024-08-26,150589,0.990710587,0.992960434,2968.899767,,0.995355294,2961.75649,2948,,,,,0,138,,,,,,,,,,,,,,,,,,,,,,,
24101-n,163BBC07EE,2,,LODS,163,,"30""",75000,Cayenne,48,1311,13011,13,11,39,19.7,1858,2394,2024-07-24,2024-08-29,146841,0.966046499,0.996381531,2402.694073,,0.98302325,2435.344231,2394,,,,,0,163,,,,,,,,,,,,,,,,,,,,,,,
24101-n,190123EEC1,2,,LODS,168,,"30""",150000,Apex,76,1312,13012,13,12,29,21.5,2397,3019,2024-07-24,2024-08-30,142216,0.935631579,0.998197392,3024.451901,,0.96781579,3119.395274,3019,,,,,0,168,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B900C80E9,3,,LODS,193,,"22""",150000,ETNA,36,1313,13013,13,13,54,19.2,277,359,2024-07-18,2024-08-21,111339,0.719000892,0.658040665,545.5589888,,0.86625153,414.4292827,545.5589888,,,,,0,193,,,,,,,,,,,,,,,,,,,,,,,
24101-n,112C7B61D6,3,,LODS,198,,"22""",75000,ETNA,6,1314,13014,13,14,57,20.2,654,837,2024-07-18,2024-08-22,117997,0.818181818,0.905730129,924.1163265,,0.888148027,942.410471,924.1163265,,,,,0,198,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FDA18AEA7,3,,LODS,223,,"22""",100000,Redhawk,26,1315,13015,13,15,57,19.2,381,494,2024-07-19,2024-08-21,129811,0.956171735,0.998141264,494.9199255,,0.92700425,532.8993907,494,,,,,0,223,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17EBFE59C1,3,,LODS,228,,"30""",100000,Merlot,67,1316,13016,13,16,45,19.6,1474,1902,2024-07-26,2024-09-01,138020,0.908026316,0.972934211,1954.911215,,0.954013158,1993.683194,1902,,,,,0,228,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BE6B8661A,3,,LODS,253,,"30""",150000,Red Rover,85,1317,13017,13,17,63,19.7,670,863,2024-07-18,2024-08-23,151348,0.995723628,1,863,,0.997861814,864.8492085,863,,,,,0,253,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17413F4289,3,,LODS,258,,"30""",75000,ETNA,51,1318,13018,13,18,58,20.1,617,791,2024-07-18,2024-08-23,142530,0.937691199,0.995960473,794.2082254,,0.9688456,816.4355604,791,,,,,0,258,,,,,,,,,,,,,,,,,,,,,,,
24101-n,116C8646E4,4,,LODS,283,,"22""",75000,Windbreaker,14,1319,13019,13,19,66,17.8,1092,1440,2024-07-21,2024-08-28,109360,0.767857143,0.972375691,1480.909091,,0.859736842,1674.93113,1480.909091,,,,,0,283,,,,,,,,,,,,,,,,,,,,,,,
24101-n,18EB119CF7,4,,LODS,288,,"22""",100000,Eclipse,20,1320,13020,13,20,28,18.2,1716,2252,2024-07-25,2024-08-26,125005,0.967799642,0.996282528,2260.402985,,0.911197953,2471.471752,2252,,,,,0,288,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1362E33B9E,4,,LODS,313,,"22""",150000,Apex,31,1321,13021,13,21,36,19.3,1403,1817,2024-07-22,2024-08-31,125605,0.904549509,0.942592593,1927.662083,,0.913179779,1989.750587,1817,,,,,0,313,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FFCF5480D,4,,LODS,318,,"30""",150000,Cayenne,78,1322,13022,13,22,40,18.7,1319,1721,2024-07-22,2024-08-28,147818,0.972480444,0.994289699,1730.883868,,0.986240222,1745.010963,1721,,,,,0,318,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1053FECB2B,4,,LODS,343,,"30""",100000,Red Dawn,69,1323,13023,13,23,65,24.7,214,.,2024-07-17,2024-08-23,151879,0.999197374,0.999394745,.,,0.999598687,259.1039818,.,,,,,0,343,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F7EC2169B,4,,LODS,348,,"30""",75000,Windbreaker,59,1324,13024,13,24,59,23.3,1504,1851,2024-07-21,2024-08-26,131641,0.866076304,0.978210526,1892.230711,,0.933038152,1983.841707,1851,,,,,0,348,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F3E3C7202,1,,LODS,14,,"30""",100000,Red Dawn,69,1401,14001,14,1,61,20.1,427,547,2024-07-18,2024-08-21,150318,0.988953729,0.997157895,548.5590626,,0.994476865,550.037934,547,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1EE98D13AE,1,,LODS,17,,"30""",150000,Red Dawn,84,1402,14002,14,2,65,20.5,595,759,2024-07-19,2024-08-21,149613,0.984289577,0.996855222,761.3944166,,0.992144789,765.0093099,759,,,,,0,17,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10C128A4AC,1,,LODS,44,,"30""",75000,Merlot,52,1403,14003,14,3,42,18.6,918,1199,2024-07-24,2024-09-02,132193,0.869685068,0.90217234,1329.014366,,0.934842534,1282.568942,1199,,,,,0,44,,,,,,,,,,,,,,,,,,,,,,,
24101-n,162DD8AFEB,1,,LODS,47,,"22""",150000,Zorro,45,1404,14004,14,4,28,21.2,1570,1985,2024-07-24,2024-08-28,123237,0.954504906,0.994434137,1996.110075,,0.905387536,2192.431332,1985,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10F8436E71,1,,LODS,74,,"22""",75000,Windbreaker,14,1405,14005,14,5,50,19.9,1223,1572,2024-07-21,2024-08-26,122658,0.95706619,0.99257885,1583.753271,,0.903480263,1739.938396,1572,,,,,0,74,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E5BC0F5A0,1,,LODS,77,,"22""",100000,Red Dawn,24,1406,14006,14,6,56,18.5,539,705,2024-07-20,2024-08-19,125487,0.964349376,0.988868275,712.9362101,,0.912783469,772.3628049,705,,,,,0,77,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1AA5643697,2,,LODS,104,,"22""",75000,Redhawk,11,1407,14007,14,7,57,20.6,253,322,2024-07-17,2024-08-21,97018,0.669347632,0.573800738,561.170418,,0.819138158,393.0960814,561.170418,,,,,0,104,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1157728786,2,,LODS,107,,"22""",150000,Redhawk,41,1408,14008,14,8,,,,,2024-07-18,2024-08-24,115099,0.830659537,0.985185185,.,,,,,,,,,0,107,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10F0B53C07,2,,LODS,134,,"22""",100000,Eclipse,20,1409,14009,14,9,29,19.6,1786,2304,2024-07-22,2024-08-28,131040,0.99285076,0.987037037,2334.258912,,0.931052632,2474.618429,2304,,,,,0,134,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1E9F22FC24,2,,LODS,137,,"30""",100000,Nautica,68,1410,14010,14,10,35,19.5,1810,2338,2024-07-26,2024-08-30,137983,0.907776923,0.904642227,2584.447121,,0.953888462,2451.020318,2338,,,,,0,137,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F24AA3057,2,,LODS,164,,"30""",75000,Apex,46,1411,14011,14,11,38,20.1,1404,1800,2024-07-26,2024-09-01,142718,0.938934211,0.980144737,1836.463465,,0.969467106,1856.690124,1800,,,,,0,164,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1BD5369796,2,,LODS,167,,"30""",150000,Cayenne,78,1412,14012,14,12,40,17.9,2059,2713,2024-07-23,2024-08-31,149679,0.98474322,0.99448677,2728.040315,,0.99237161,2733.854911,2713,,,,,0,167,,,,,,,,,,,,,,,,,,,,,,,
24101-n,101C8DC954,3,,LODS,194,,"22""",150000,Eclipse,35,1413,14013,14,13,28,18.4,1318,1726,2024-07-22,2024-08-28,115179,0.669051878,0.535055351,3225.834483,,0.878873305,1963.87806,3225.834483,,,,,0,194,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FD7ADB5B1,3,,LODS,197,,"22""",75000,Cayenne,3,1414,14014,14,14,41,18,1429,1880,2024-07-23,2024-08-30,125890,0.894548704,0.974121996,1929.943074,,0.914111842,2056.641117,1880,,,,,0,197,,,,,,,,,,,,,,,,,,,,,,,
24101-n,140B25FD63,3,,LODS,224,,"22""",100000,Windbreaker,29,1415,14015,14,15,44,18.2,1194,1567,2024-07-20,2024-08-26,127659,0.949197861,0.987060998,1587.541199,,0.919930921,1703.38877,1567,,,,,0,224,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17BCFC1D0E,3,,LODS,227,,"30""",100000,T9905,73,1416,14016,14,16,27,17.6,2041,2699,2024-07-24,2024-08-31,148583,0.977532599,0.995881633,2710.161439,,0.9887663,2729.66423,2699,,,,,0,227,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1D7076FD12,3,,LODS,254,,"30""",150000,T9905,88,1417,14017,14,17,38,18.5,2109,2758,2024-07-24,2024-08-30,151808,0.998723701,1,2758,,0.999361851,2759.76114,2758,,,,,0,254,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C8BF78179,3,,LODS,257,,"30""",75000,black bear,47,1418,14018,14,18,27,17.5,2069,2739,2024-07-23,2024-08-30,150056,0.987204032,0.994460526,2754.257135,,0.993602016,2756.636919,2739,,,,,0,257,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C05A9DD0F,4,,LODS,284,,"22""",75000,Red Dawn,9,1419,14019,14,19,,,,,2024-07-20,2024-08-24,130315,0.910554562,0.97962963,.,,,,,,,,,0,284,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1713FA3EEE,4,,LODS,287,,"22""",100000,Red Rover,25,1420,14020,14,20,,,,,2024-07-20,2024-08-26,125051,0.951957295,0.996303142,.,,,,,,,,,0,287,,,,,,,,,,,,,,,,,,,,,,,
24101-n,179B0EBA68,4,,LODS,314,,"22""",150000,ETNA,36,1421,14021,14,21,69,18,283,.,2024-07-18,2024-08-20,93993,0.688451209,0.693877551,.,,0.809183432,459.7227097,.,,,,,0,314,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13928AF387,4,,LODS,317,,"30""",150000,Redhawk,86,1422,14022,14,22,56,21,433,549,2024-07-19,2024-08-23,148482,0.976855263,0.997986842,550.1074532,,0.988427632,555.427613,549,,,,,0,317,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1A14590FE2,4,,LODS,344,,"30""",100000,T9905,73,1423,14023,14,23,,,,,2024-07-23,2024-08-30,138447,0.910847511,0.907011934,.,,,,,,,,,0,344,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13D39C81EF,4,,LODS,347,,"30""",75000,Nautica,53,1424,14024,14,24,,,,,2024-07-24,2024-08-30,143768,0.945842105,0.996421147,.,,,,,,,,,0,347,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1ECBE9100C,1,,LODS,15,,"30""",100000,Cayenne,63,1501,15001,15,1,40,20.6,1809,2305,2024-07-22,2024-08-29,145383,0.956460813,0.95046183,2425.136841,,0.978230407,2356.295597,2305,,,,,0,15,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13C7E686AA,1,,LODS,16,,"30""",150000,Ronnies red,87,1502,15002,15,2,82,22,664,831,2024-07-21,,151993,0.999973684,1,831,,0.999986842,831.0109344,831,,,,,0,16,,,,,,,,,,,,,,,,,,,,,,,
24101-n,16614BF8FB,1,,LODS,45,,"30""",75000,Nautica,53,1503,15003,15,3,24,21.2,1489,1883,2024-07-24,2024-08-30,141132,0.928487783,0.927132538,2030.99333,,0.964243892,1952.825438,1883,,,,,0,45,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1601855702,1,,LODS,46,,"22""",150000,Nautica,38,1504,15004,15,4,,,,,2024-07-23,2024-08-28,114474,0.886404293,0.975925926,.,,,,,,,,,0,46,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1FE3C8DD87,1,,LODS,75,,"22""",75000,Red Rover,10,1505,15005,15,5,60,20.5,744,949,2024-07-19,2024-08-24,123597,0.949152542,0.987012987,961.4868421,,0.906571754,1046.800759,949,,,,,0,75,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F69EB8F23,1,,LODS,76,,"22""",100000,Nautica,23,1506,15006,15,6,54,20.7,1063,1353,2024-07-25,2024-08-30,111541,0.811775201,0.933579336,1449.26087,,0.866911184,1560.713514,1449.26087,,,,,0,76,,,,,,,,,,,,,,,,,,,,,,,
24101-n,13438C38B0,2,,LODS,105,,"22""",75000,Cayenne,3,1507,15007,15,7,34,17.6,1537,2032,2024-07-21,2024-09-01,111305,0.829181495,0.951672862,2135.1875,,0.866134869,2346.054955,2135.1875,,,,,0,105,,,,,,,,,,,,,,,,,,,,,,,
24101-n,143B059D49,2,,LODS,106,,"22""",150000,Windbreaker,44,1508,15008,15,8,45,17.9,1140,1502,2024-07-20,2024-08-22,118423,0.864937388,0.985212569,1524.54409,,0.88954678,1688.500295,1502,,,,,0,106,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B94CD7BFB,2,,LODS,135,,"22""",100000,Red Dawn,24,1509,15009,15,9,81,18.8,556,724,2024-07-17,2024-08-20,127391,0.978571429,0.988847584,732.1654135,,0.919057613,787.7634544,724,,,,,0,135,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F6ACB792D,2,,LODS,136,,"30""",100000,ETNA,66,1510,15010,15,10,54,19,1038,1349,2024-07-18,2024-08-22,144974,0.953770041,0.994986974,1355.796644,,0.976885021,1380.919936,1349,,,,,0,136,,,,,,,,,,,,,,,,,,,,,,,
24101-n,102E845022,2,,LODS,165,,"30""",75000,Windbreaker,59,1511,15011,15,11,48,20,1445,1855,2024-07-22,2024-08-26,149601,0.98421063,0.998960526,1856.93023,,0.992105315,1869.761176,1855,,,,,0,165,,,,,,,,,,,,,,,,,,,,,,,
24101-n,10E7A3798C,2,,LODS,166,,"30""",150000,Merlot,82,1512,15012,15,12,41,18.2,1340,1759,2024-07-23,2024-08-30,143440,0.943678002,0.997223648,1763.8972,,0.971839001,1809.97058,1759,,,,,0,166,,,,,,,,,,,,,,,,,,,,,,,
24101-n,15CE3CEFE9,3,,LODS,195,,"22""",150000,Windbreaker,44,1513,15013,15,13,35,18,1110,1461,2024-07-21,2024-08-23,122194,0.89937667,0.988868275,1477.446529,,0.901959237,1619.807128,1461,,,,,0,195,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1F61015D17,3,,LODS,196,,"22""",75000,Apex,1,1514,15014,15,14,39,19.7,1647,2122,2024-07-23,2024-09-01,125524,0.963458111,0.985212569,2153.849906,,0.912907895,2324.440409,2122,,,,,0,196,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1B3C6DE8BA,3,,LODS,225,,"22""",100000,Merlot,22,1515,15015,15,15,46,18.5,1015,1327,2024-07-22,,99203,0.711985689,0.825602968,1607.310112,,0.826323511,1605.90856,1607.310112,,,,,0,225,,,,,,,,,,,,,,,,,,,,,,,
24101-n,11D5A160FD,3,,LODS,226,,"30""",100000,Eclipse,65,1516,15016,15,16,25,17.9,2074,2732,2024-07-22,2024-08-26,147230,0.968612049,0.999460526,2733.474638,,0.984306025,2775.559564,2732,,,,,0,226,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1DD79202CD,3,,LODS,255,,"30""",150000,Zorro,90,1517,15017,15,17,27,20.7,1306,1662,2024-07-24,2024-08-28,129347,0.850978302,0.829853024,2002.764286,,0.925489151,1795.807113,1662,,,,,0,255,,,,,,,,,,,,,,,,,,,,,,,
24101-n,137C8A71EA,3,,LODS,256,,"30""",75000,Nautica,53,1518,15018,15,18,33,18.8,1362,1775,2024-07-25,2024-08-30,143341,0.943026691,0.959170515,1850.557301,,0.971513346,1827.046441,1775,,,,,0,256,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C6C69333A,4,,LODS,285,,"22""",75000,Eclipse,5,1519,15019,15,19,27,18.3,905,1186,2024-07-24,2024-08-30,72005,0.437890974,0.506469501,2341.70073,,0.736858553,1609.535502,1186,,,,,0,285,,,,,,,,,,,,,,,,,,,,,,,
24101-n,19CB41E919,4,,LODS,286,,"22""",100000,CLERK,19,1520,15020,15,20,76,19.4,561,726,2024-07-24,,122196,0.889087657,0.97962963,741.0964083,,0.901965816,804.9085537,726,,,,,0,286,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1CADF115D8,4,,LODS,315,,"22""",150000,Windbreaker,44,1521,15021,15,21,,,,,2024-07-20,2024-08-30,48078,0.305680794,0.158396947,.,,,,,,,,,0,315,,,,,,,,,,,,,,,,,,,,,,,
24101-n,1C5C0EAFE4,4,,LODS,316,,"30""",150000,Ronnies red,87,1522,15022,15,22,66,20,602,773,2024-07-25,,148411,0.976381734,1,773,,0.988190867,782.2375472,773,,,,,0,316,,,,,,,,,,,,,,,,,,,,,,,
24101-n,14A75B7E58,4,,LODS,345,,"30""",100000,Windbreaker,74,1523,15023,15,23,53,21.3,934,1179,2024-07-21,2024-08-23,150535,0.990355327,0.999789474,1179.248263,,0.995177664,1184.713085,1179,,,,,0,345,,,,,,,,,,,,,,,,,,,,,,,
24101-n,17BE1EC0F9,4,,LODS,346,,"30""",75000,black bear,47,1524,15024,15,24,27,26.2,1565,1853,2024-07-22,2024-08-30,151856,0.99907235,0.998999987,1854.854879,,0.999536175,1853.859867,1853,,,,,0,346,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.901233621,,,8.355399756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.011126533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
